AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Long,
AS_SP15,LOAD,LJOLLA_6_LD31,LAJOLLA_6_N001,22392_LA JOLLA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2145,32.84013291,-117.2752118,
AS_SP26,LOAD,LJOLLA_6_LD31,LAJOLLA_6_N001,22392_LA JOLLA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2145,32.84013291,-117.2752118,
AS_SP15,LOAD,RSECYN_6_LD31,ROSECYN_6_N001,22696_ROSE CYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3826,32.84472138,-117.2370599,
AS_SP26,LOAD,RSECYN_6_LD31,ROSECYN_6_N001,22696_ROSE CYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3826,32.84472138,-117.2370599,
AS_SP26,LOAD,RSECYN_6_LD32,ROSECYN_6_N017,22696_ROSE CYN_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3827,32.84448219,-117.2369216,
AS_SP15,LOAD,RSECYN_6_LD32,ROSECYN_6_N017,22696_ROSE CYN_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3827,32.84448219,-117.2369216,
AS_NP26,LOAD,ROSE_6_LD-ROSE,ROSE_6_N001,34940_ROSE _70.0_LD1,22M7_DB114,2022-07-28 0:00:00,3819,32.84446499,-117.2373205,
AS_SP15,LOAD,ROSE_6_LD-ROSE,ROSE_6_N001,34940_ROSE _70.0_LD1,22M7_DB114,2022-07-28 0:00:00,3819,32.84446499,-117.2373205,
AS_NP26,LOAD,CLRMTK_1_LD2,CLARMNT_1_N001,32780_CLARMNT _115_LD2,22M7_DB114,2022-07-28 0:00:00,697,32.8258041,-117.1840714,
AS_NP15,LOAD,CLRMTK_1_LD2,CLARMNT_1_N001,32780_CLARMNT _115_LD2,22M7_DB114,2022-07-28 0:00:00,697,32.8258041,-117.1840714,
AS_NP15,GEN,CLRMTK_1_QF,CLARMNT_1_N028,32780_CLARMNT _115_GUM1,22M7_DB114,2022-07-28 0:00:00,698,32.82594682,-117.1841199,
AS_NP26,GEN,CLRMTK_1_QF,CLARMNT_1_N028,32780_CLARMNT _115_GUM1,22M7_DB114,2022-07-28 0:00:00,698,32.82594682,-117.1841199,
AS_SP15,LOAD,CLRMNT_6_LD30,CLAIRMNT_6_N008,22136_CLAIRMNT_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,695,32.82596287,-117.1838264,
AS_SP26,LOAD,CLRMNT_6_LD30,CLAIRMNT_6_N008,22136_CLAIRMNT_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,695,32.82596287,-117.1838264,
AS_SP26,LOAD,CLRMNT_6_LD31,CLAIRMNT_6_N001,22136_CLAIRMNT_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,696,32.82598542,-117.1838936,
AS_SP15,LOAD,CLRMNT_6_LD31,CLAIRMNT_6_N001,22136_CLAIRMNT_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,696,32.82598542,-117.1838936,
AS_SP26,LOAD,MSHGTS_6_LD31,MESAHGTS_6_N007,22448_MESAHGTS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2524,32.82945648,-117.1571298,
AS_SP15,LOAD,MSHGTS_6_LD31,MESAHGTS_6_N007,22448_MESAHGTS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2524,32.82945648,-117.1571298,
AS_SP26,LOAD,MSHGTS_6_LD32,MESAHGTS_6_N001,22448_MESAHGTS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2525,32.82973419,-117.1572994,
AS_SP15,LOAD,MSHGTS_6_LD32,MESAHGTS_6_N001,22448_MESAHGTS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2525,32.82973419,-117.1572994,
AS_SP15,GEN,MSHGTS_6_MMARLF,MESAHGTS_6_N011,22448_MESAHGTS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,2527,32.82946573,-117.1573847,
AS_SP26,GEN,MSHGTS_6_MMARLF,MESAHGTS_6_N011,22448_MESAHGTS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,2527,32.82946573,-117.1573847,
AS_SP26,LOAD,KYCORA_6_LD30,KYOCERA_6_N001,22384_KYOCERA _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1984,32.81979613,-117.1403579,
AS_SP15,LOAD,KYCORA_6_LD30,KYOCERA_6_N001,22384_KYOCERA _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1984,32.81979613,-117.1403579,
AS_SP26,LOAD,KEARNY_7_LD1,KEARNEY_7_N001,22377_KEARNEY _12.5_LD1,22M7_DB114,2022-07-28 0:00:00,1901,32.8330923,-117.134238,
AS_SP15,LOAD,KEARNY_7_LD1,KEARNEY_7_N001,22377_KEARNEY _12.5_LD1,22M7_DB114,2022-07-28 0:00:00,1901,32.8330923,-117.134238,
AS_SP26,LOAD,KEARNY_7_LD2,KEARNEY_7_N003,22377_KEARNEY _12.5_LD2,22M7_DB114,2022-07-28 0:00:00,1902,32.83307827,-117.1337435,
AS_SP15,LOAD,KEARNY_7_LD2,KEARNEY_7_N003,22377_KEARNEY _12.5_LD2,22M7_DB114,2022-07-28 0:00:00,1902,32.83307827,-117.1337435,
AS_SP15,LOAD,ELLIOT_6_LD31,ELLIOTT_6_N004,22216_ELLIOTT _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1229,32.81585711,-117.0887154,
AS_SP26,LOAD,ELLIOT_6_LD31,ELLIOTT_6_N004,22216_ELLIOTT _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1229,32.81585711,-117.0887154,
AS_SP26,LOAD,ELLIOT_6_LD32,ELLIOTT_6_N001,22216_ELLIOTT _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1230,32.8159007,-117.0882917,
AS_SP15,LOAD,ELLIOT_6_LD32,ELLIOTT_6_N001,22216_ELLIOTT _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1230,32.8159007,-117.0882917,
AS_SP26,LOAD,MURRAY_6_LD30,MURRAY_6_N015,22531_MURRAYGN_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,2562,32.79097003,-117.0233255,
AS_SP15,LOAD,MURRAY_6_LD30,MURRAY_6_N015,22531_MURRAYGN_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,2562,32.79097003,-117.0233255,
AS_SP15,LOAD,MURRAY_6_LD31,MURRAY_6_N001,22531_MURRAYGN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2563,32.79093801,-117.022863,
AS_SP26,LOAD,MURRAY_6_LD31,MURRAY_6_N001,22531_MURRAYGN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2563,32.79093801,-117.022863,
AS_SP15,LOAD,MURRAY_6_LD32,MURRAY_6_N005,22531_MURRAYGN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2564,32.79065871,-117.0233438,
AS_SP26,LOAD,MURRAY_6_LD32,MURRAY_6_N005,22531_MURRAYGN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2564,32.79065871,-117.0233438,
AS_SP15,LOAD,MURRAY_6_LD33,MURRAY_6_N004,22531_MURRAYGN_12.5_LD33,22M7_DB114,2022-07-28 0:00:00,2565,32.79064288,-117.022836,
AS_SP26,LOAD,MURRAY_6_LD33,MURRAY_6_N004,22531_MURRAYGN_12.5_LD33,22M7_DB114,2022-07-28 0:00:00,2565,32.79064288,-117.022836,
AS_SP26,LOAD,GARFLD_6_LD30,GARFIELD_6_N001,22306_GARFIELD_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1438,32.79529519,-116.9968197,
AS_SP15,LOAD,GARFLD_6_LD30,GARFIELD_6_N001,22306_GARFIELD_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1438,32.79529519,-116.9968197,
AS_SP15,GEN,ELCAJN_6_UNITA1,CPELCAJN_7_B1,22150_CPELCAJN_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1189,32.79556891,-116.9723925,
AS_SP26,GEN,ELCAJN_6_UNITA1,CPELCAJN_7_B1,22150_CPELCAJN_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1189,32.79556891,-116.9723925,
AS_SP15,LOAD,ELCAJN_7_LD1,ELCAJNGT_7_N001,22212_ELCAJNGT_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,1192,32.79559262,-116.972107,
AS_SP26,LOAD,ELCAJN_7_LD1,ELCAJNGT_7_N001,22212_ELCAJNGT_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,1192,32.79559262,-116.972107,
AS_SP26,LOAD,ELCAJN_7_LD2,ELCAJNGT_7_N004,22212_ELCAJNGT_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,1193,32.79527039,-116.9727367,
AS_SP15,LOAD,ELCAJN_7_LD2,ELCAJNGT_7_N004,22212_ELCAJNGT_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,1193,32.79527039,-116.9727367,
AS_SP26,GEN,ELCAJN_6_LM6K,ELCAJNEG_7_GN001,22434_ELCAJNEG_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1187,32.79709155,-116.9716033,
AS_SP15,GEN,ELCAJN_6_LM6K,ELCAJNEG_7_GN001,22434_ELCAJNEG_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1187,32.79709155,-116.9716033,
AS_SP26,LOAD,GRNTHL_1_LD41,GRNTHLL_1_N001,22865_GRNT HLL_138_LD1,22M7_DB114,2022-07-28 0:00:00,1577,32.804527,-116.921093,
AS_SP15,LOAD,GRNTHL_1_LD41,GRNTHLL_1_N001,22865_GRNT HLL_138_LD1,22M7_DB114,2022-07-28 0:00:00,1577,32.804527,-116.921093,
AS_SP15,LOAD,GRNITE_6_LD30,GRANITE_6_N007,22336_GRANITE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1567,32.80449369,-116.9208552,
AS_SP26,LOAD,GRNITE_6_LD30,GRANITE_6_N007,22336_GRANITE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1567,32.80449369,-116.9208552,
AS_SP15,LOAD,GRNITE_6_LD31,GRANITE_6_N008,22336_GRANITE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1568,32.80433537,-116.9211823,
AS_SP26,LOAD,GRNITE_6_LD31,GRANITE_6_N008,22336_GRANITE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1568,32.80433537,-116.9211823,
AS_SP15,LOAD,GRNITE_6_LD32,GRANITE_6_N009,22336_GRANITE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1569,32.80431246,-116.920932,
AS_SP26,LOAD,GRNITE_6_LD32,GRANITE_6_N009,22336_GRANITE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1569,32.80431246,-116.920932,
AS_SP26,LOAD,GRNITE_6_LD32,GRANITE_6_N009,22336_GRANITE _12.47_LD32,22M7_DB114,2022-07-28 0:00:00,1569,32.80436668,-116.9206282,
AS_SP15,LOAD,GRNITE_6_LD32,GRANITE_6_N009,22336_GRANITE _12.47_LD32,22M7_DB114,2022-07-28 0:00:00,1569,32.80436668,-116.9206282,
AS_SP15,LOAD,GRNITE_6_LD33,GRANITE_6_N001,22336_GRANITE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,1570,32.80421166,-116.9206326,
AS_SP26,LOAD,GRNITE_6_LD33,GRANITE_6_N001,22336_GRANITE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,1570,32.80421166,-116.9206326,
AS_SP26,LOAD,LVLAND_6_LD30,LOVELAND_6_N001,22416_LOVELAND_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2227,32.79704299,-116.7921812,
AS_SP15,LOAD,LVLAND_6_LD30,LOVELAND_6_N001,22416_LOVELAND_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2227,32.79704299,-116.7921812,
AS_SP26,LOAD,ALPINE_6_LD30,ALPINE_6_N005,22004_ALPINE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,64,32.82775303,-116.7901154,
AS_SP15,LOAD,ALPINE_6_LD30,ALPINE_6_N005,22004_ALPINE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,64,32.82775303,-116.7901154,
AS_SP26,LOAD,ALPINE_6_LD32,ALPINE_6_N001,22004_ALPINE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,65,32.82779814,-116.789691,
AS_SP15,LOAD,ALPINE_6_LD32,ALPINE_6_N001,22004_ALPINE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,65,32.82779814,-116.789691,
AS_SP15,GEN,CHILLS_1_SYCLFL,CARLTNHS_1_N012,22120_CARLTNHS_138_GUM1,22M7_DB114,2022-07-28 0:00:00,641,32.85510461,-117.0121821,
AS_SP26,GEN,CHILLS_1_SYCLFL,CARLTNHS_1_N012,22120_CARLTNHS_138_GUM1,22M7_DB114,2022-07-28 0:00:00,641,32.85510461,-117.0121821,
AS_SP26,GEN,CHILLS_7_UNITA1,CARLTNHS_1_N011,22120_CARLTNHS_138_GUM2,22M7_DB114,2022-07-28 0:00:00,642,32.85511818,-117.0117526,
AS_SP15,GEN,CHILLS_7_UNITA1,CARLTNHS_1_N011,22120_CARLTNHS_138_GUM2,22M7_DB114,2022-07-28 0:00:00,642,32.85511818,-117.0117526,
AS_SP15,LOAD,CHILLS_1_LD41,CARLTNHS_1_N004,22120_CARLTNHS_138_LD41,22M7_DB114,2022-07-28 0:00:00,638,32.85476522,-117.0122039,
AS_SP26,LOAD,CHILLS_1_LD41,CARLTNHS_1_N004,22120_CARLTNHS_138_LD41,22M7_DB114,2022-07-28 0:00:00,638,32.85476522,-117.0122039,
AS_SP26,LOAD,CHILLS_1_LD43,CARLTNHS_1_N001,22120_CARLTNHS_138_LD43,22M7_DB114,2022-07-28 0:00:00,639,32.85475841,-117.0117773,
AS_SP15,LOAD,CHILLS_1_LD43,CARLTNHS_1_N001,22120_CARLTNHS_138_LD43,22M7_DB114,2022-07-28 0:00:00,639,32.85475841,-117.0117773,
AS_SP15,LOAD,SANTEE_1_LD40,SANTEE_1_N001,22734_SANTEE _138_LD40,22M7_DB114,2022-07-28 0:00:00,3936,32.85465824,-116.9684018,
AS_SP26,LOAD,SANTEE_1_LD40,SANTEE_1_N001,22734_SANTEE _138_LD40,22M7_DB114,2022-07-28 0:00:00,3936,32.85465824,-116.9684018,
AS_SP15,LOAD,SANTEE_1_LD41,SANTEE_1_N003,22734_SANTEE _138_LD41,22M7_DB114,2022-07-28 0:00:00,3937,32.85438702,-116.9686258,
AS_SP26,LOAD,SANTEE_1_LD41,SANTEE_1_N003,22734_SANTEE _138_LD41,22M7_DB114,2022-07-28 0:00:00,3937,32.85438702,-116.9686258,
AS_SP15,LOAD,SANTEE_1_LD43,SANTEE_1_N004,22734_SANTEE _138_LD43,22M7_DB114,2022-07-28 0:00:00,3938,32.85436745,-116.9681577,
AS_SP26,LOAD,SANTEE_1_LD43,SANTEE_1_N004,22734_SANTEE _138_LD43,22M7_DB114,2022-07-28 0:00:00,3938,32.85436745,-116.9681577,
AS_SP15,LOAD,TORYPN_6_LD30,TOREYPNS_6_N008,22856_TOREYPNS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4928,32.89881529,-117.2401838,
AS_SP26,LOAD,TORYPN_6_LD30,TOREYPNS_6_N008,22856_TOREYPNS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4928,32.89881529,-117.2401838,
AS_SP26,LOAD,TORYPN_6_LD31,TOREYPNS_6_N007,22856_TOREYPNS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4929,32.89884223,-117.2398285,
AS_SP15,LOAD,TORYPN_6_LD31,TOREYPNS_6_N007,22856_TOREYPNS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4929,32.89884223,-117.2398285,
AS_SP15,LOAD,TORYPN_6_LD32,TOREYPNS_6_N009,22856_TOREYPNS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4930,32.89853011,-117.2402412,
AS_SP26,LOAD,TORYPN_6_LD32,TOREYPNS_6_N009,22856_TOREYPNS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4930,32.89853011,-117.2402412,
AS_SP15,LOAD,TORYPN_6_LD33,TOREYPNS_6_N001,22856_TOREYPNS_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,4931,32.89860207,-117.2398137,
AS_SP26,LOAD,TORYPN_6_LD33,TOREYPNS_6_N001,22856_TOREYPNS_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,4931,32.89860207,-117.2398137,
AS_SP26,LOAD,DUNHIL_6_LD1,DUNHILL_6_N001,22196_DUNHILL _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1111,32.9015157,-117.2300009,
AS_SP15,LOAD,DUNHIL_6_LD1,DUNHILL_6_N001,22196_DUNHILL _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,1111,32.9015157,-117.2300009,
AS_SP26,LOAD,UCMTG_6_LD30,UCM_6_N002,22864_UCM  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4989,32.88373691,-117.2225007,
AS_SP15,LOAD,UCMTG_6_LD30,UCM_6_N002,22864_UCM  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4989,32.88373691,-117.2225007,
AS_SP15,LOAD,UCMTG_6_LD31,UCM_6_N006,22864_UCM  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4990,32.88347002,-117.2227024,
AS_SP26,LOAD,UCMTG_6_LD31,UCM_6_N006,22864_UCM  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4990,32.88347002,-117.2227024,
AS_SP26,LOAD,UCMTG_6_LD32,UCM_6_N001,22864_UCM  _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4991,32.88344178,-117.2223885,
AS_SP15,LOAD,UCMTG_6_LD32,UCM_6_N001,22864_UCM  _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4991,32.88344178,-117.2223885,
AS_SP26,GEN,UCMTG_6_FCELL,UCM_6_N110,22864_UCM  _69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4988,32.88217453,-117.223001,
AS_SP15,GEN,UCMTG_6_FCELL,UCM_6_N110,22864_UCM  _69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4988,32.88217453,-117.223001,
AS_SP26,LOAD,GENSSE_6_LD30,GENESEE_6_N001,22316_GENESEE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1482,32.87971154,-117.2137265,
AS_SP15,LOAD,GENSSE_6_LD30,GENESEE_6_N001,22316_GENESEE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1482,32.87971154,-117.2137265,
AS_SP15,LOAD,GENSSE_6_LD31,GENESEE_6_N005,22316_GENESEE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1483,32.87975696,-117.2134127,
AS_SP26,LOAD,GENSSE_6_LD31,GENESEE_6_N005,22316_GENESEE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1483,32.87975696,-117.2134127,
AS_SP26,LOAD,GENSSE_6_LD32,GENESEE_6_N011,22316_GENESEE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1484,32.87955605,-117.2137187,
AS_SP15,LOAD,GENSSE_6_LD32,GENESEE_6_N011,22316_GENESEE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1484,32.87955605,-117.2137187,
AS_SP15,LOAD,GENSSE_6_LD33,GENESEE_6_N015,22316_GENESEE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,1485,32.87948906,-117.2133968,
AS_SP26,LOAD,GENSSE_6_LD33,GENESEE_6_N015,22316_GENESEE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,1485,32.87948906,-117.2133968,
AS_SP26,LOAD,EGATE_6_LD30,EASTGATE_6_N201,22204_EASTGATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1174,32.88496124,-117.2008339,
AS_SP15,LOAD,EGATE_6_LD30,EASTGATE_6_N201,22204_EASTGATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1174,32.88496124,-117.2008339,
AS_SP26,LOAD,EGATE_6_LD31,EASTGATE_6_N101,22204_EASTGATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1175,32.88483921,-117.2009561,
AS_SP15,LOAD,EGATE_6_LD31,EASTGATE_6_N101,22204_EASTGATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1175,32.88483921,-117.2009561,
AS_SP26,GEN,EGATE_7_NOCITY,EASTGATE_6_N004,22204_EASTGATE_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,1176,32.88485546,-117.2007272,
AS_SP15,GEN,EGATE_7_NOCITY,EASTGATE_6_N004,22204_EASTGATE_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,1176,32.88485546,-117.2007272,
AS_SP26,GEN,MRGT_6_MEF2,MRGT_6_NODE1,22487_MEF MR2 _13.8_GUQ,22M7_DB114,2022-07-28 0:00:00,2518,32.87603634,-117.1655337,
AS_SP15,GEN,MRGT_6_MEF2,MRGT_6_NODE1,22487_MEF MR2 _13.8_GUQ,22M7_DB114,2022-07-28 0:00:00,2518,32.87603634,-117.1655337,
AS_SP26,LOAD,MESARM_6_LD30,MESARIM_6_N012,22444_MESA RIM_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2348,32.90519416,-117.1731609,
AS_SP15,LOAD,MESARM_6_LD30,MESARIM_6_N012,22444_MESA RIM_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2348,32.90519416,-117.1731609,
AS_SP26,LOAD,MESARM_6_LD31,MESARIM_6_N001,22444_MESA RIM_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2349,32.90487943,-117.1734469,
AS_SP15,LOAD,MESARM_6_LD31,MESARIM_6_N001,22444_MESA RIM_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2349,32.90487943,-117.1734469,
AS_SP15,LOAD,MESARM_6_LD32,MESARIM_6_N008,22444_MESA RIM_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2350,32.90495445,-117.1728972,
AS_SP26,LOAD,MESARM_6_LD32,MESARIM_6_N008,22444_MESA RIM_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2350,32.90495445,-117.1728972,
AS_SP26,LOAD,MESARM_6_LD33,MESARIM_6_N007,22444_MESA RIM_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2351,32.90475475,-117.1730793,
AS_SP15,LOAD,MESARM_6_LD33,MESARIM_6_N007,22444_MESA RIM_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2351,32.90475475,-117.1730793,
AS_SP26,LOAD,MIRMAR_6_LD30,MIRAMAR_6_N017,22480_MIRAMAR _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2397,32.89421848,-117.1357881,
AS_SP15,LOAD,MIRMAR_6_LD30,MIRAMAR_6_N017,22480_MIRAMAR _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2397,32.89421848,-117.1357881,
AS_SP26,LOAD,MIRMAR_6_LD31,MIRAMAR_6_N001,22480_MIRAMAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2398,32.89420967,-117.135496,
AS_SP15,LOAD,MIRMAR_6_LD31,MIRAMAR_6_N001,22480_MIRAMAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2398,32.89420967,-117.135496,
AS_SP26,LOAD,MIRMAR_6_LD32,MIRAMAR_6_N004,22480_MIRAMAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2399,32.8939727,-117.135802,
AS_SP15,LOAD,MIRMAR_6_LD32,MIRAMAR_6_N004,22480_MIRAMAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2399,32.8939727,-117.135802,
AS_SP15,GEN,MRGT_6_MMAREF,MIRAMREF_7_B1,22489_MIRAMREF_13.8_GUEF,22M7_DB114,2022-07-28 0:00:00,2519,32.89401659,-117.1354521,
AS_SP26,GEN,MRGT_6_MMAREF,MIRAMREF_7_B1,22489_MIRAMREF_13.8_GUEF,22M7_DB114,2022-07-28 0:00:00,2519,32.89401659,-117.1354521,
AS_SP15,LOAD,SCRIPS_6_LD30,SCRIPPS_6_N008,22756_SCRIPPS _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4410,32.91127459,-117.1125828,
AS_SP26,LOAD,SCRIPS_6_LD30,SCRIPPS_6_N008,22756_SCRIPPS _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4410,32.91127459,-117.1125828,
AS_SP26,LOAD,SCRIPS_6_LD31,SCRIPPS_6_N001,22756_SCRIPPS _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4411,32.91102907,-117.1127976,
AS_SP15,LOAD,SCRIPS_6_LD31,SCRIPPS_6_N001,22756_SCRIPPS _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4411,32.91102907,-117.1127976,
AS_SP26,LOAD,SCRIPS_6_LD32,SCRIPPS_6_N013,22756_SCRIPPS _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4412,32.9110943,-117.112352,
AS_SP15,LOAD,SCRIPS_6_LD32,SCRIPPS_6_N013,22756_SCRIPPS _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4412,32.9110943,-117.112352,
AS_SP26,LOAD,CCRITA_1_LD40,CHCARITA_1_N004,22124_CHCARITA_138_LD40,22M7_DB114,2022-07-28 0:00:00,578,32.96013546,-117.0900725,can't find the station (statelitle looks like neighborhood
AS_SP15,LOAD,CCRITA_1_LD40,CHCARITA_1_N004,22124_CHCARITA_138_LD40,22M7_DB114,2022-07-28 0:00:00,578,32.96013546,-117.0900725,
AS_SP15,LOAD,CCRITA_1_LD41,CHCARITA_1_N008,22124_CHCARITA_138_LD41,22M7_DB114,2022-07-28 0:00:00,579,32.9601199,-117.0898954,
AS_SP26,LOAD,CCRITA_1_LD41,CHCARITA_1_N008,22124_CHCARITA_138_LD41,22M7_DB114,2022-07-28 0:00:00,579,32.9601199,-117.0898954,
AS_SP26,LOAD,CCRITA_1_LD42,CHCARITA_1_N001,22124_CHCARITA_138_LD42,22M7_DB114,2022-07-28 0:00:00,580,32.95999968,-117.0900387,
AS_SP15,LOAD,CCRITA_1_LD42,CHCARITA_1_N001,22124_CHCARITA_138_LD42,22M7_DB114,2022-07-28 0:00:00,580,32.95999968,-117.0900387,
AS_SP15,GEN,CCRITA_7_RPPCHF,CHCARITA_1_N012,22124_CHCARITA_138_GUM1,22M7_DB114,2022-07-28 0:00:00,581,32.96000101,-117.0898248,
AS_SP26,GEN,CCRITA_7_RPPCHF,CHCARITA_1_N012,22124_CHCARITA_138_GUM1,22M7_DB114,2022-07-28 0:00:00,581,32.96000101,-117.0898248,
AS_SP15,LOAD,POMRDO_6_LD31,POMERADO_6_N001,22664_POMERADO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3641,32.94154767,-117.0328017,
AS_SP26,LOAD,POMRDO_6_LD31,POMERADO_6_N001,22664_POMERADO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3641,32.94154767,-117.0328017,
AS_SP15,LOAD,POMRDO_6_LD32,POMERADO_6_N008,22664_POMERADO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3642,32.94121451,-117.0331609,
AS_SP26,LOAD,POMRDO_6_LD32,POMERADO_6_N008,22664_POMERADO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3642,32.94121451,-117.0331609,
AS_SP26,LOAD,POMRDO_6_LD33,POMERADO_6_N004,22664_POMERADO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3643,32.94119401,-117.0324755,
