X,Y,OBJECTID_1,CECPlantID,PlantName,EIAPlantID,RPS_Eligible,SmallPlant,Peaker,Small_Hydro,SolarThermal,Pumped_Storage,Pumping_Generating,SelfGeneration,SelfGenerationNAICSID,CoGeneration,CoGenerationNAICSID,NoReport,Retired_Plant,CEC_Jurisdictional,OwnerID,UtilityID,OperatorCompanyID,PreparerCompanyID,Street,City,County,State,Zip,Capacity_Latest,Units,PriEnergySource,LastReportedYear,Lon_WGS84,Lat_WGS84,Annual_Hyperlink,Monthly_Hyperlink
-13159864.9891,4028389.9026,2242,G0588,"Coldgen; Sunlaw (Federal Plant) - Retired September 2002",50746,0,0,0,0,0,0,0,0,0,1,493210,1,1,0,Sunlaw Energy Partners I LP,Southern California Edison (SCE),Sunlaw Energy Partners I LP,Sunlaw Energy Partners I LP,4151 East Fruitland Avenue,Vernon,Los Angeles,CA,90058,0,,,2002,-118.21707857,33.9969307076001,https://repository.energy.ca.gov/powerplantsgeneration/G0588_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0588_monthly.png
-13544779.9993,4402439.4149,2243,G0589,Sunnyside Cogeneration Partners LP (Retired December 2008),52201,0,1,0,0,0,0,0,0,0,1,221110,1,1,0,Ridgewood Power Management LLC,Pacific Gas & Electric (PG&E),Ridgewood Power Management LLC,Ridgewood Power Management LLC,430 Espinosa Road,Salinas,Monterey,CA,93907,0,,,2008,-121.67482893,36.7364838944507,https://repository.energy.ca.gov/powerplantsgeneration/G0589_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13033020.7711,3894104.8079,2244,G0591,TRW ASD (Northrop Grumman),54645,0,1,0,0,0,0,0,0,0,0,0,1,1,0,TRW Inc,San Diego Gas & Electric,TRW Inc,TRW Inc,15120 Innovation Drive,San Diego,San Diego,CA,92128,,,,,-117.07761757,32.9909652128296,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13247413.622,4225866.7045,2245,G0595,A Fee Cogeneration Plant - Retired 2011,52094,0,1,0,0,0,0,0,1,211111,1,211111,1,1,0,Chevron North America Exploration and Production,Pacific Gas & Electric (PG&E),Chevron North America Exploration and Production,Chevron North America Exploration and Production,1546 China Grade Loop,Bakersfield,Kern,CA,93308,0,,,2011,-119.00354132,35.4548512550478,https://repository.energy.ca.gov/powerplantsgeneration/G0595_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13247308.4757,4225866.7294,2246,G0596,B Fee Cogeneration Plant - Retired 2011,52092,0,1,0,0,0,0,0,1,211111,1,211111,1,1,0,Chevron North America Exploration and Production,Pacific Gas & Electric (PG&E),Chevron North America Exploration and Production,Chevron North America Exploration and Production,1546 China Grade Loop,Bakersfield,Kern,CA,93308,0,,,2011,-119.00259677,35.4548514372519,https://repository.energy.ca.gov/powerplantsgeneration/G0596_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13247255.2898,4225871.5965,2247,G0597,C Fee Cogeneration Plant - Retired 2011,52095,0,1,0,0,0,0,0,1,211111,1,211111,1,1,0,Chevron North America Exploration and Production,Pacific Gas & Electric (PG&E),Chevron North America Exploration and Production,Chevron North America Exploration and Production,1546 China Grade Loop,Bakersfield,Kern,CA,93308,0,,,2011,-119.00211899,35.4548870519195,https://repository.energy.ca.gov/powerplantsgeneration/G0597_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13313670.5727,4201479.5285,2248,G0601,North Midway Cogeneration Plant - Retired 2014,52078,0,0,0,0,0,0,0,1,211111,1,211111,1,1,0,Chevron North America Exploration and Production,Pacific Gas & Electric (PG&E),Chevron North America Exploration and Production,Chevron North America Exploration and Production,2505 West Reserve Road,McKittrick,Kern,CA,93251,0,,,2014,-119.59873763,35.2762019909263,https://repository.energy.ca.gov/powerplantsgeneration/G0601_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0601_monthly.png
-13154486.3405,4018808.466,2249,G0621,Techni-Cast,Missing,0,1,0,0,0,0,0,1,331528,1,331528,1,1,0,Techni-Cast Corporation,Los Angeles Department of Water & Power (LADWP),Techni-Cast Corporation,Techni-Cast Corporation,11220 South Garfield Avenue,South Gate,Los Angeles,CA,90280,1.42,1,NG,2021,-118.16876134,33.9255416544647,https://repository.energy.ca.gov/powerplantsgeneration/G0621_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13038023.6196,3852813.9309,2250,G0626,Naval Station Energy Facility - Retired 9/28/2018,10811,0,0,0,0,0,0,0,0,0,1,928100,1,1,0,Applied Energy LLC,San Diego Gas & Electric,Applied Energy LLC,Applied Energy LLC,213 Ward Road,San Diego,San Diego,CA,92136,0,,,2018,-117.12255892,32.6793043270312,https://repository.energy.ca.gov/powerplantsgeneration/G0626_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0626_monthly.png
-13042609.7961,3864146.2685,2251,G0633,Union Tribune Publishing Co (Retired 2014),10600,0,1,0,0,0,0,0,1,271100,1,511110,0,1,0,San Diego Union-Tribune Publishing Company,San Diego Gas & Electric,San Diego Union-Tribune Publishing Company,San Diego Union-Tribune Publishing Company,350 Camino De La Reina,San Diego,San Diego,CA,92108,0,,,2014,-117.16375725,32.7649489665505,https://repository.energy.ca.gov/powerplantsgeneration/G0633_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13624702.0971,4526350.5128,2252,G0636,United Cogen Inc (SFO) - Retired 3/31/2012,50104,0,0,0,0,0,0,0,0,0,1,481000,1,1,0,United Cogen Inc,Pacific Gas & Electric (PG&E),United Cogen Inc,United Cogen Inc,MOC-San Francisco International Airport,Unincorporated,San Mateo,CA,94128,0,,,2012,-122.39278135,37.6233280947608,https://repository.energy.ca.gov/powerplantsgeneration/G0636_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0636_monthly.png
-13520448.7937,4658265.5083,2253,G0639,University of California  Davis - Idefinite Shutdown,50117,0,1,0,0,0,0,0,1,611310,1,611310,1,1,0,UC Davis Operations & Maintenance Utilities Division,Pacific Gas & Electric (PG&E),UC Davis Operations & Maintenance Utilities Division,UC Davis Operations & Maintenance Utilities Division,***NOTINOPERATION***University of California Davis***NOTINOPERATION***,Davis,Yolo,CA,95616,0,,,2005,-121.456258,38.5559651484935,https://repository.energy.ca.gov/powerplantsgeneration/G0639_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13118992.8888,4017411.2017,2254,G0642,Unocal Fred L Hartley Research Center (Retired 12/31/2001),54446,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tosco Corporation,Southern California Edison (SCE),Tosco Corporation,Union Oil Co of California,376 South Valencia Avenue,Brea,Orange,CA,92823,0,,,2001,-117.84991824,33.9151259592724,https://repository.energy.ca.gov/powerplantsgeneration/G0642_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13294086.3655,4076639.7128,2255,G0643,Rincon Facility (Retired 12/31/2005),54445,0,1,0,0,0,0,0,1,324110,1,324110,1,1,0,Dos Cuadras Offshore Resources LLC,Southern California Edison (SCE),Dos Cuadras Offshore Resources LLC,Dos Cuadras Offshore Resources LLC,5777 West Pacific Coast Highway,Ventura,Ventura,CA,93001,0,,,2005,-119.42280971,34.3555166666616,https://repository.energy.ca.gov/powerplantsgeneration/G0643_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13621720.7985,4635312.2444,2256,G0653,Veterans Home of California,50065,0,1,0,0,0,0,0,1,923140,1,923140,1,1,0,Yountville Cogeneration Associates,Pacific Gas & Electric (PG&E),Veterans Home of California,Yountville Cogeneration Associates,Highway 29,Yountville,Napa,CA,94599,0,,,2004,-122.36599989,38.3945417739259,https://repository.energy.ca.gov/powerplantsgeneration/G0653_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13287656.6469,4071672.612,2257,G0658,Centaur Generator Facility (Shut Down 8/1/08),10602,0,1,0,0,0,0,0,1,211111,1,211111,1,1,0,Vintage Petroleum Inc,Southern California Edison (SCE),Vintage Petroleum Inc,Vintage Petroleum Inc,3055 West  Pacific Coast Highway,Ventura,Ventura,CA,93001,0,,,2008,-119.36505056,34.3186722624609,https://repository.energy.ca.gov/powerplantsgeneration/G0658_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13555228.8043,4426753.8289,2258,G0661,Watsonville - (Non-Operational May 2011),50968,0,0,0,0,0,0,0,0,0,1,311600,1,1,0,Calpine Monterey Cogeneration Inc,Pacific Gas & Electric (PG&E),Calpine Corporation - West Region,Calpine Corporation - West Region,831 Walker Street,Watsonville,Santa Cruz,CA,95076,0,,,2010,-121.76869215,36.911324971816,https://repository.energy.ca.gov/powerplantsgeneration/G0661_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0661_monthly.png
-13143331.5759,4018823.4527,2259,G0673,Norwalk ( Retired 2-18-2018 - formerly Wheelabrator Norwalk Energy),50876,0,0,0,0,0,0,0,0,0,1,621000,1,1,0,California Department of State Hospitals,Southern California Edison (SCE),California Department of State Hospitals,California Department of State Hospitals,11500 Balsam Street,Norwalk,Los Angeles,CA,90650,0,,,2018,-118.06855639,33.9256533636489,https://repository.energy.ca.gov/powerplantsgeneration/G0673_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0673_monthly.png
-13498835.2739,4566825.0604,2260,G0751,Ingredion Stockton Plant (Retired 12/31/2018),52115,0,1,0,0,0,0,0,1,311220,1,311220,0,1,0,Corn Products International Inc,Pacific Gas & Electric (PG&E),Corn Products International Inc,Corn Products International Inc,1021 Industrial Drive,Stockton,San Joaquin,CA,95206,0,,,2018,-121.26210044,37.9107472958396,https://repository.energy.ca.gov/powerplantsgeneration/G0751_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0751_monthly.png
-13158823.5503,4029580.7885,2261,G0754,Grogen Sunlaw (Growers),50745,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Sunlaw Energy Partners I LP,Southern California Edison (SCE),Sunlaw Energy Partners I LP,Sunlaw Energy Partners I LP,3470 East Vernon Avenue,Vernon,Los Angeles,CA,90058,0,,,2002,-118.20772316,34.0057995344341,https://repository.energy.ca.gov/powerplantsgeneration/G0754_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0754_monthly.png
-13175646.3142,4038911.6535,2262,G0756,Television City Cogen LP (Retired 2002),50705,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Television City Cogen LP,Los Angeles Department of Water & Power (LADWP),Television City Cogen LP,Television City Cogen LP,7800 Beverly Boulevard,Los Angeles,Los Angeles,CA,90036,0,,,2002,-118.35884462,34.0752567696184,https://repository.energy.ca.gov/powerplantsgeneration/G0756_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13146291.5819,4051450.7063,2263,G0762,St Luke Medical Center,50842,0,1,0,0,0,0,0,1,622000,1,622000,1,1,0,St Luke Medical Center,City of Pasadena,St Luke Medical Center,St Luke Medical Center,2632 East Washington Boulevard,Pasadena,Los Angeles,CA,91109,0,,,2001,-118.09514658,34.1685055307294,https://repository.energy.ca.gov/powerplantsgeneration/G0762_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13161960.6583,4001422.9329,2264,G0765,Linde Wilmington (Retired 12/2002),50148,0,1,0,0,0,0,0,1,325120,1,325120,1,1,0,Praxair Inc,Los Angeles Department of Water & Power (LADWP),Praxair Inc,Praxair Inc,2300 East Pacific Coast Hwy,Wilmington,Los Angeles,CA,90744,0,,,2002,-118.23590428,33.7958532392901,https://repository.energy.ca.gov/powerplantsgeneration/G0765_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13008082.5388,4144879.7059,2265,G0767,Coolwater Generating Station (Retired 1/15/2015),329,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GenOn Holdings Inc.,Southern California Edison (SCE),GenOn Holdings Inc.,GenOn Holdings Inc.,37000 East Santa Fe Street,Daggett,San Bernardino,CA,92307,0,,,2014,-116.85359362,34.860057232829,https://repository.energy.ca.gov/powerplantsgeneration/G0767_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0767_monthly.png
-13517691.3254,4657981.1476,2266,G0790,SMUD HQ**,7525,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Sacramento Municipal Utility District (SMUD),Sacramento Municipal Utility District (SMUD),Sacramento Municipal Utility District (SMUD),Sacramento Municipal Utility District (SMUD),,Sacramento,Sacramento,CA,95817,,,,,-121.43148724,38.5539675371358,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13043273.3653,3993795.7038,2267,G0868,Inland Empire Energy Center (Retired 12/31/2019),55853,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Inland Empire Energy Center,Southern California Edison (SCE),Inland Empire Energy Center,Inland Empire Energy Center,26226 Antelope Road,Menifee,Riverside,CA,92585,0,,,2019,-117.16971819,33.7388953478241,https://repository.energy.ca.gov/powerplantsgeneration/G0868_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0868_monthly.png
-13572494.7262,4487781.5029,2268,G0898,San Jose FMC,Missing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),1095 Stockton Avenue,San Jose,Santa Clara,CA,95132,0,,,2001,-121.92379456,37.3484024723524,https://repository.energy.ca.gov/powerplantsgeneration/G0898_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0898_monthly.png
-13375475.7779,4325855.3303,2269,G0906,Wellhead Power Gates LLC (Retired 2012),55875,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Wellhead Power Panoche LLC/Gates LLC,Pacific Gas & Electric (PG&E),Wellhead Services Inc,Wellhead Power Panoche LLC/Gates LLC,39950 South Butte Avenue,Huron,Fresno,CA,93234,0,,,2011,-120.15394324,36.1831750010098,https://repository.energy.ca.gov/powerplantsgeneration/G0906_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0906_monthly.png
-13047015.6929,3855864.1123,2270,G0986,Backup Generation - Navy Regional Data Automation Center,101694,0,1,0,0,0,0,0,1,622110,1,622110,1,1,0,Navy Public Works,San Diego Gas & Electric,Navy Public Works,Navy Public Works,Naval Base Coronado Bldg 1482 at North Island,San Diego,San Diego,CA,92135,0,,,2013,-117.20333609,32.7023642966569,https://repository.energy.ca.gov/powerplantsgeneration/G0986_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13046420.5048,3859145.5876,2271,G1017,Sheraton San Diego East Tower (shutdown August 2014),57592,0,1,0,0,0,0,0,1,721111,1,721111,1,1,0,Alliance Star Energy LLC,Southern California Edison (SCE),Alliance Star Energy LLC,Alliance Star Energy LLC,1380 CG Harbor Island Drive,San Diego,San Diego,CA,92101,0,,,2014,-117.19798943,32.7271662414342,https://repository.energy.ca.gov/powerplantsgeneration/G1017_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13050671.5548,3882193.2533,2272,G1018,Johnson & Johnson PR&D Plant,Missing,0,1,0,0,0,0,0,1,541711,1,541711,1,1,0,Johnson & Johnson Pharmaceutical Research & Development LLC,San Diego Gas & Electric,Johnson & Johnson Pharmaceutical Research & Development LLC,Johnson & Johnson Pharmaceutical Research & Development LLC,3210 Merryfield Row,San Diego,San Diego,CA,92121,0,,,2011,-117.23617726,32.9011698808931,https://repository.energy.ca.gov/powerplantsgeneration/G1018_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13075137.7263,4023664.0759,2273,G1035,Riverside Water Quality Control Plant (retired 12/31/2016),Missing,0,1,0,0,0,0,0,1,221320,1,221300,1,1,0,City of Riverside Regional Water Control Plant,City of Riverside Public Utilities Department,City of Riverside Regional Water Control Plant,City of Riverside Regional Water Control Plant,5950 Acorn Street,Riverside,Riverside,CA,92504,0,,,2016,-117.45596062,33.9617271605387,https://repository.energy.ca.gov/powerplantsgeneration/G1035_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13127653.3885,4031607.2544,2274,G1042,Pacific Palms Cogeneration (shutdown Dec 2014),Missing,0,0,0,0,0,0,0,1,721110,1,721110,1,1,0,Intertie,Southern California Edison (SCE),Intertie,Intertie,133 N. Azusa Avenue,City of Industry,Los Angeles,CA,91744,0,,,2014,-117.92771684,34.0208890069359,https://repository.energy.ca.gov/powerplantsgeneration/G1042_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13033221.052,3893372.4341,2275,G9879,USPS Rancho Carmel San Diego (Retired 12/31/2009),Missing,0,1,0,0,0,0,0,1,541712,1,541712,1,1,0,United States Post Office - San Diego,San Diego Gas & Electric,United States Post Office - San Diego,United States Post Office - San Diego,11251 Rancho Carmel Drive,San Diego,San Diego,CA,92199,0,,,2009,-117.07941672,32.9854468400832,https://repository.energy.ca.gov/powerplantsgeneration/G9879_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13029482.6571,3866305.5121,2276,H0006,Alvarado Hydro Facility,54242,1,1,0,1,0,0,0,0,0,0,0,1,1,0,San Diego County Water Authority,San Diego Gas & Electric,San Diego County Water Authority,San Diego County Water Authority,7100 Colorado Avenue,La Mesa,San Diego,CA,92041,0,,,2009,-117.04583415,32.7812582122969,https://repository.energy.ca.gov/powerplantsgeneration/H0006_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13043897.3349,3902084.3144,2277,H0016,Badger Filtration Plant (Retired 6/30/2017),50147,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Santa Fe Irrigation District,San Diego Gas & Electric,R E Badger Filtration Plant,Santa Fe Irrigation District,18535 Aliso Canyon Road,Rancho Santa Fe,San Diego,CA,92067,,,,,-117.1753234,33.051067734507,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13536507.7949,4808714.9742,2278,H0104,Coal Canyon,226,1,1,0,1,0,0,0,0,0,0,0,1,1,0,Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),"Coal Canyon Road, Rural Route 1",Oroville,Butte,CA,95965,0,,,2012,-121.60051846,39.6050559407193,https://repository.energy.ca.gov/powerplantsgeneration/H0104_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13254635.0107,4280863.1116,2279,S0579,Ducor Solar 1,60078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CED California Holdings LLC,Southern California Edison (SCE),CED California Holdings LLC,CED California Holdings LLC,22389 Avenue 32,Ducor,Tulare,CA,93218,20,Unit 1,SUN,2021,-119.06841216,35.8562757218686,https://repository.energy.ca.gov/powerplantsgeneration/S0579_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0579_monthly.png
-13012682.1053,4031295.8238,2280,H0445,San Gorgonio 1,7148,1,1,0,1,0,0,0,0,0,0,0,1,1,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),,Banning,Riverside,CA,92220,0,,,2002,-116.89491223,34.0185702064852,https://repository.energy.ca.gov/powerplantsgeneration/H0445_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13254578.3065,4279414.5562,2281,S0580,Ducor Solar 2,60079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CED California Holdings LLC,Southern California Edison (SCE),CED California Holdings LLC,CED California Holdings LLC,22493 Avenue 32,Ducor,Tulare,CA,93218,20,Unit 1,SUN,2021,-119.06790277,35.8457284571354,https://repository.energy.ca.gov/powerplantsgeneration/S0580_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0580_monthly.png
-13600339.9239,4856747.4775,2282,S9317,Pristine Sun Fund 5 LLC_(2020_Rolf),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Tehama,CA,,0.5,Unit 1,SUN,2021,-122.17393223,39.9366967096635,https://repository.energy.ca.gov/powerplantsgeneration/S9317_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13253363.7521,4279366.3985,2283,S0581,Ducor Solar 3,60080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CED California Holdings LLC,Southern California Edison (SCE),CED California Holdings LLC,CED California Holdings LLC,22917 Avenue 32,Ducor,Tulare,CA,93218,15,Unit 1,SUN,2021,-119.05699225,35.84537778576,https://repository.energy.ca.gov/powerplantsgeneration/S0581_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0581_monthly.png
-13035193.6994,4044072.2748,2284,H0461,Santa Ana 2 (Non-operational),362,1,1,0,1,0,0,0,0,0,0,0,1,1,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),,Highland,San Bernardino,CA,92346,,,,,-117.09713732,34.1136470439273,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13250024.1081,4280056.558,2285,S0582,Ducor Solar 4,60081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CED California Holdings LLC,Southern California Edison (SCE),CED California Holdings LLC,CED California Holdings LLC,3240 Road 240,Ducor,Tulare,CA,93218,20,Unit 1,SUN,2021,-119.02699171,35.8504031928727,https://repository.energy.ca.gov/powerplantsgeneration/S0582_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0582_monthly.png
-13601729.0111,4875730.6048,2286,S9318,Pristine Sun Fund 5 LLC_(2065_Rogers),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Tehama,CA,,0.5,Unit 1,SUN,2021,-122.18641061,40.0673250769821,https://repository.energy.ca.gov/powerplantsgeneration/S9318_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13219459.1185,4090679.0442,2287,H0533,Santa Felicia,50076,1,1,0,1,0,0,0,0,0,0,0,0,0,0,United Water Conservation District,Southern California Edison (SCE),United Water Conservation District,United Water Conservation District,3838 Piru Canyon Road,Piru,Ventura,CA,93040,1.42,"Unit 1, Unit 2",WAT,2021,-118.75242174,34.4595684766254,https://repository.energy.ca.gov/powerplantsgeneration/H0533_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13600605.1638,4822322.2772,2288,S0583,Enerparc CA2,59978,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Adapture Renewables, Inc.",Pacific Gas & Electric (PG&E),"Adapture Renewables, Inc.","Adapture Renewables, Inc.",3874 County Road M,Orland,Glenn,CA,95963,1.5,Unit 1,SUN,2021,-122.17631492,39.6991698369934,https://repository.energy.ca.gov/powerplantsgeneration/S0583_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13027768.9732,3930440.6686,2289,S0584,Mesa Crest (Lilac),Missing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NLP Granger A82 LLC,San Diego Gas & Electric,NLP Granger A82 LLC,NLP Granger A82 LLC,Mesa Crest Road & Avenida Annalie,Valley Center,San Diego,CA,92082,3,Unit 1,SUN,2021,-117.03043987,33.2643189641619,https://repository.energy.ca.gov/powerplantsgeneration/S0584_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13606049.8735,4882957.941,2290,S9319,Pristine Sun Fund 5 LLC_(2041_Alvares),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Tehama,CA,,0.25,Unit 1,SUN,2021,-122.22522558,40.1169927561241,https://repository.energy.ca.gov/powerplantsgeneration/S9319_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13572254.324,4636101.5171,2291,B0001,Vaca Dixon Battery Storage,59256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),Pacific Gas & Electric (PG&E),5138 Midway Road,Vacaville,Solano,CA,95688,2.4,Unit 1,BAT,2013,-121.92163499,38.4000984897882,https://repository.energy.ca.gov/powerplantsgeneration/B0001_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13410741.1542,4530234.0253,2292,H0535,Upper Dawson,489,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Turlock Irrigation District,Turlock Irrigation District,Turlock Irrigation District,Turlock Irrigation District,707 La Grange Dam Road,La Grange,Stanislaus,CA,95329,4.4,1,WAT,2021,-120.4707375,37.6509542543963,https://repository.energy.ca.gov/powerplantsgeneration/H0535_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13375189.3119,4300050.7961,2293,S0585,CED Avenal LLC,60077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CED California Holdings LLC,Pacific Gas & Electric (PG&E),CED California Holdings LLC,CED California Holdings LLC,120 E. Laneva Blvd,Avenal,Kings,CA,93204,15,Unit 1,SUN,2021,-120.15136987,35.9958532170052,https://repository.energy.ca.gov/powerplantsgeneration/S0585_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0585_monthly.png
-13281949.2342,4375351.0794,2294,S9320,ImModo California 1 LLC_(Alta 1),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Tulare,CA,,1.5,Unit 1,SUN,2021,-119.31378,36.5412259999594,https://repository.energy.ca.gov/powerplantsgeneration/S9320_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
