X,Y,OBJECTID,CECPlantID,PlantName,EIAPlantID,RPS_Eligible,SmallPlant,Peaker,Small_Hydro,SolarThermal,Pumped_Storage,Pumping_Generating,SelfGeneration,SelfGenerationNAICSID,CoGeneration,CoGenerationNAICSID,NoReport,Retired_Plant,CEC_Jurisdictional,OwnerID,UtilityID,OperatorCompanyID,PreparerCompanyID,Street,City,County,State,Zip,Capacity_Latest,Units,PriEnergySource,LastReportedYear,Lon_WGS84,Lat_WGS84,Annual_Hyperlink,Monthly_Hyperlink,Elevation,Elevation_ft
-117.764711273,34.0952988350001,401,G0437,Paper-Pak Industries (Shutdown 12/31/2008),50428,0,1,0,0,0,0,0,1,322120,1,322120,1,1,0,Paper-Pak Industries,Southern California Edison (SCE),Paper-Pak Industries,Paper-Pak Industries,1941 North White Avenue,La Verne,Los Angeles,CA,91750,0,,,2008,-117.76472338,34.0953037227534,https://repository.energy.ca.gov/powerplantsgeneration/G0437_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,318.8634,1046.13976536966
-117.774077544,34.059034017,402,G0562,AltaGas Pomona Energy Inc (cogen prior to 2016) (retired 9/6/2019),50300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AltaGas Pomona Energy Inc,Southern California Edison (SCE),North American Energy Services Company,AltaGas Pomona Energy Inc,1507 Mt Vernon Avenue,Pomona,Los Angeles,CA,91768,0,,,2019,-117.77408965,34.0590389003575,https://repository.energy.ca.gov/powerplantsgeneration/G0562_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0562_monthly.png,251.2384,824.27296713216
-117.784008189,34.059222262,403,G0565,Blue Heron Paper - Retired 2006,Missing,0,0,0,0,0,0,0,1,322120,1,322120,1,1,0,Blue Heron Paper Co of California,Southern California Edison (SCE),Blue Heron Paper Co of California,Blue Heron Paper Co of California,***SHUTDOWN2006***2205 W. Mt Vernon Avenue***SHUTDOWN2006***,Pomona,Los Angeles,CA,91768,0,,,2006,-117.7840203,34.0592271451636,https://repository.energy.ca.gov/powerplantsgeneration/G0565_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0565_monthly.png,245.0992,804.13123481808
-117.927704704,34.0208841370001,404,G1042,Pacific Palms Cogeneration (shutdown Dec 2014),Missing,0,0,0,0,0,0,0,1,721110,1,721110,1,1,0,Intertie,Southern California Edison (SCE),Intertie,Intertie,133 N. Azusa Avenue,City of Industry,Los Angeles,CA,91744,0,,,2014,-117.92771684,34.0208890069359,https://repository.energy.ca.gov/powerplantsgeneration/G1042_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,201.0936,659.75590651464
-117.844814941,34.009574921,405,S0221,Industry MetroLink PV 1,57860,1,1,0,0,0,0,0,1,482111,0,0,0,0,0,Intertie,Southern California Edison (SCE),Intertie,Intertie,600 Brea Canyon Road,City of Industry,Los Angeles,CA,91789,1.5,1,SUN,2021,-117.84482706,34.0095797943041,https://repository.energy.ca.gov/powerplantsgeneration/S0221_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,169.9369,557.53576200231
-117.782252149,34.1074720080001,406,S0527,Weymouth Solar Plant,60255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Metropolitan Water District,Southern California Edison (SCE),Metropolitan Water District,Metropolitan Water District,700 Moreno Avenue,La Verne,Los Angeles,CA,91750,2.99,Unit 1,SUN,2021,-117.78226426,34.1074768962002,https://repository.energy.ca.gov/powerplantsgeneration/S0527_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,323.8907,1062.63353179893
-117.800387318,34.1058005200001,407,S9258,United States Department of Agriculture  Forest Service,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,0.25,Unit 1,SUN,2021,-117.80039943,34.1058054075375,https://repository.energy.ca.gov/powerplantsgeneration/S9258_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,301.653,989.6751983547
-117.906155447,34.0335435010001,408,E0152,MM West Covina LLC,54015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OPAL Fuels,Southern California Edison (SCE),OPAL Fuels,OPAL Fuels,2210 South Azusa Avenue,West Covina,Los Angeles,CA,91792,7.1,GEN2,LFG,2021,-117.90616758,34.0335483736033,https://repository.energy.ca.gov/powerplantsgeneration/E0152_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0152_monthly.png,176.9717,580.61581453083
-117.821685195,34.0409230650001,409,E0129,"Spadra Landfill Gas to Energy (Retired September 30, 2015)",10471,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Sanitation Districts of Los Angeles County,Southern California Edison (SCE),Sanitation Districts of Los Angeles County,Sanitation Districts of Los Angeles County,4125 Valley Boulevard,Pomona,Los Angeles,CA,91789,0,,,2015,-117.82169731,34.0409279432724,https://repository.energy.ca.gov/powerplantsgeneration/E0129_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0129_monthly.png,213.3822,700.07283570978
-117.852726755,34.021863852,410,S0709,Walnut High,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Tesla Inc.,,Tesla Inc.,Tesla Inc.,400 Pierre Road,Walnut,Los Angeles,CA,91789,1.23,91714744-CA,SUN,2021,-117.85273887,34.0218687270403,https://repository.energy.ca.gov/powerplantsgeneration/S0709_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,171.4753,562.58300610447
-117.641010256,34.0561415110001,411,G0415,Black Hills Ontario Facility -Retired February 2009,50538,0,0,0,0,0,0,0,1,311421,1,311421,1,1,0,Black Hills Energy Capital,Southern California Edison (SCE),Black Hills Ontario LLC,Black Hills Ontario LLC,705 East California Street,Ontario,San Bernardino,CA,91761,0,,,2009,-117.64102234,34.0561464017434,https://repository.energy.ca.gov/powerplantsgeneration/G0415_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0415_monthly.png,291.5824,956.63517205776
-117.700857139,33.9850236,412,S0118,SPVP002 Chino Rooftop Solar,56996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),14701 Yorba Avenue,Chino,San Bernardino,CA,91710,1.22,1,SUN,2021,-117.70086923,33.9850284792488,https://repository.energy.ca.gov/powerplantsgeneration/S0118_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,188.5309,618.53969910291
-117.571907086,34.0324546190001,413,S0199,SPVP032 Ontario - Kennedy 2,57534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),2250 South Sequoia Avenue Unit A,Ontario,San Bernardino,CA,91761,1.74,1,SUN,2021,-117.57191916,34.0324595102372,https://repository.energy.ca.gov/powerplantsgeneration/S0199_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,253.9549,833.18536872051
-117.659051908,33.966779995,414,S0210,SS San Antonio West  LLC,57904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,15710 San Antonio,Chino,Riverside,CA,91708,1.9,Unit 1,SUN,2021,-117.65906399,33.9667848745364,https://repository.energy.ca.gov/powerplantsgeneration/S0210_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,176.4539,578.91699563061
-117.605560256,34.0394105560001,415,S0433,Terra Francesco,59541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Kona Solar LLC,Southern California Edison (SCE),Kona Solar LLC,Kona Solar LLC,1801 S Carlos Avenue,Ontario,San Bernardino,CA,91761,1.5,TF,SUN,2021,-117.60557233,34.0394154465276,https://repository.energy.ca.gov/powerplantsgeneration/S0433_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,261.4465,857.76410891535
-117.735464236,34.0942791910001,416,B0007,AltaGas Pomona Energy Storage,50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ormat,Southern California Edison (SCE),Ormat,Ormat,N Towne Avenue,Pamona,San Bernardino,CA,91767,20,Unit 1,BAT,2021,-117.73547634,34.0942840804201,https://repository.energy.ca.gov/powerplantsgeneration/B0007_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/B0007_monthly.png,338.2049,1109.59613029551
-117.680842836,33.98954367,417,G0404,Chino Cogeneration,50850,0,0,0,0,0,0,0,1,922140,1,922140,0,0,0,OLS Energy Chino,Southern California Edison (SCE),GE,OLS Energy Chino,5601 Eucalyptus Avenue,Chino,San Bernardino,CA,91710,31.19,"GEN 1, GEN 2",NG,2021,-117.68085492,33.9895485509614,https://repository.energy.ca.gov/powerplantsgeneration/G0404_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0404_monthly.png,194.8231,639.18339992169
-117.638244202,34.102399173,418,G0522,San Antonio Community Hospital,50234,0,1,0,0,0,0,0,1,622110,1,622110,0,0,0,San Antonio Community Hospital,Southern California Edison (SCE),San Antonio Community Hospital,San Antonio Community Hospital,999 San Bernardino Road,Upland,San Bernardino,CA,91786,2.7,"Unit 1, Unit 2, Unit 3",NG,2021,-117.63825629,34.1024040685571,https://repository.energy.ca.gov/powerplantsgeneration/G0522_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,386.6822,1268.64239037978
-117.591767387,34.0504843890001,419,S9412,Jurupa Valley Solar PV,58582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sacramento PV Energy LLC,Southern California Edison (SCE),Sacramento PV Energy LLC,Sacramento PV Energy LLC,2825 E. Jurupa St,Ontario,San Bernardino,CA,91761,1.5,1,SUN,2021,-117.59177946,34.0504892819098,https://repository.energy.ca.gov/powerplantsgeneration/S9412_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,273.7341,898.07775727059
-117.452953062,33.96327376,420,G0922,Riverside Energy Resource Center,56143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,City of Riverside Public Utilities Department,City of Riverside Public Utilities Department,City of Riverside Public Utilities Department,City of Riverside Public Utilities Department,5901 Payton Avenue,Riverside,Riverside,CA,92504,192,"1, 2, 3, 4",NG,2021,-117.45296511,33.9632786503608,https://repository.energy.ca.gov/powerplantsgeneration/G0922_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0922_monthly.png,222.2243,729.08235018957
-117.533887348,34.0904349580001,421,G9333,Etiwanda Peaker,56472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),12208 6th Street,Rancho Cucamonga,San Bernardino,CA,91739,49,1,NG,2021,-117.53389942,34.0904398586733,https://repository.energy.ca.gov/powerplantsgeneration/G9333_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G9333_monthly.png,340.6653,1117.66830878547
-117.56083111,34.0053449170001,422,G9444,Mira Loma Peaker,56473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),13568 Milliken Avenue,Ontario,San Bernardino,CA,91761,49,1,NG,2021,-117.56084318,34.0053498060332,https://repository.energy.ca.gov/powerplantsgeneration/G9444_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G9444_monthly.png,228.6481,750.15780953919
-117.525641546,34.1034159600001,423,H0174,Etiwanda,745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Metropolitan Water District,Southern California Edison (SCE),Metropolitan Water District,Metropolitan Water District,8248 Etiwanda Avenue,Rancho Cucamonga,San Bernardino,CA,91730,0,,,2021,-117.52565362,34.103420862383,https://repository.energy.ca.gov/powerplantsgeneration/H0174_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/H0174_monthly.png,362.0532,1187.83858448268
-117.455948569,33.9617222700001,424,G1035,Riverside Water Quality Control Plant (retired 12/31/2016),Missing,0,1,0,0,0,0,0,1,221320,1,221300,1,1,0,City of Riverside Regional Water Control Plant,City of Riverside Public Utilities Department,City of Riverside Regional Water Control Plant,City of Riverside Regional Water Control Plant,5950 Acorn Street,Riverside,Riverside,CA,92504,0,,,2016,-117.45596062,33.9617271605387,https://repository.energy.ca.gov/powerplantsgeneration/G1035_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,223.8861,734.53444993539
-117.559656978,34.004646457,425,B0005,Mira Loma BESS A,60661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,13568 Milliken Ave,Ontario,San Bernardino,CA,91761,,,,,-117.55966905,34.0046513462928,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,228.8705,750.88746833295
-117.55895688,34.004646456,426,B0006,Mira Loma BESS B,60661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,13568 Milliken Ave,Ontario,San Bernardino,CA,91761,,,,,-117.55896895,34.0046513455481,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,229.5865,753.23654970135
-117.400027544,34.0941725120001,427,S0128,SPVP003 Rialto,57217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),1464 Merrill Avenue,Rialto,San Bernardino,CA,92376,1.22,1,SUN,2021,-117.40003959,34.0941774208413,https://repository.energy.ca.gov/powerplantsgeneration/S0128_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,374.9804,1230.25065803796
-117.57131436,34.0416745970001,428,S0136,SPVP006 Ontario,57220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),3510 E. Francis Street,Ontario,San Bernardino,CA,91761,2.55,1,SUN,2021,-117.57132643,34.0416794893846,https://repository.energy.ca.gov/powerplantsgeneration/S0136_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,266.2124,873.40026379476
-117.565673266,34.042061473,429,S0186,SPVP008 Ontario,57222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),4060 East Francis Street Unit A,Ontario,San Bernardino,CA,91761,2.85,1,SUN,2021,-117.56568534,34.0420663659162,https://repository.energy.ca.gov/powerplantsgeneration/S0186_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,265.6221,871.46358400179
-117.57057928,34.0429802560001,430,S0187,SPVP009 Ontario,57223,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),3550 East Francis Street Unit A,Ontario,San Bernardino,CA,91761,1.41,1,SUN,2021,-117.57059135,34.0429851493871,https://repository.energy.ca.gov/powerplantsgeneration/S0187_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,266.8015,875.33300657985
-117.517109556,34.0748594560001,431,S0188,SPVP010 Fontana (Etiwanda),57224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),13279 San Bernardino Avenue,San Bernardino,San Bernardino,CA,92335,2.25,1,SUN,2021,-117.51712162,34.0748643553184,https://repository.energy.ca.gov/powerplantsgeneration/S0188_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,318.9447,1046.40649765353
-117.516713129,34.080228461,432,S0191,SPVP015 Fontana (Etiwanda) includes SPVP001,57229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),13228 San Bernardino Avenue,San Bernardino,San Bernardino,CA,92335,4.69,1,SUN,2021,-117.51672519,34.0802333616762,https://repository.energy.ca.gov/powerplantsgeneration/S0191_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,323.0681,1059.93471289719
-117.512913915,34.073447921,433,S0193,SPVP017 Fontana (Etiwanda),57231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),13548 Valley Blvd,San Bernardino,San Bernardino,CA,92335,4.5,1,SUN,2021,-117.51292598,34.0734528205828,https://repository.energy.ca.gov/powerplantsgeneration/S0193_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,317.2108,1040.71784935092
-117.516630669,34.083996583,434,S0194,SPVP018 Fontana (Etiwanda),57232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),9405 Kaiser Way,Fontana,San Bernardino,CA,92335,1.9,1,SUN,2021,-117.51664274,34.0840014833592,https://repository.energy.ca.gov/powerplantsgeneration/S0194_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,327.8001,1075.45964730399
-117.520278542,34.0801525030001,435,S0196,SPVP023 Fontana (Etiwanda),57236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),9639 Transportation Way,Fontana,San Bernardino,CA,92335,3.86,1,SUN,2021,-117.52029061,34.0801574025732,https://repository.energy.ca.gov/powerplantsgeneration/S0196_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,323.5001,1061.35203573399
-117.425342552,34.132376761,436,S0197,SPVP026 Rialto,57245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),2506 West Walnut Avenue,Rialto,San Bernardino,CA,92407,8.6,1,SUN,2021,-117.42535461,34.1323816722332,https://repository.energy.ca.gov/powerplantsgeneration/S0197_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,454.4351,1490.92880804049
-117.568678159,34.0326335710001,437,S0200,SPVP033 Ontario - Kennedy 3,57535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),3800 East Philadelphia Street Unit A,Ontario,San Bernardino,CA,91761,1.27,1,SUN,2021,-117.56869023,34.03263846301,https://repository.energy.ca.gov/powerplantsgeneration/S0200_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,255.3869,837.88353145731
-117.425482942,34.127199166,438,S0227,SPVP027 Rialto,57246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),1592 North Terminal Avenue,Rialto,San Bernardino,CA,92407,2.62,1,SUN,2021,-117.425495,34.1272040765431,https://repository.energy.ca.gov/powerplantsgeneration/S0227_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,446.1407,1463.71620957393
-117.410209783,33.973504002,439,S0444,Tequesquite Landfill Solar PV Project,60035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CD Arevon USA Inc.,Southern California Edison (SCE),CD Arevon USA Inc.,CD Arevon USA Inc.,Western Terminus of Tequesquit,Riverside,Riverside,CA,92522,7.5,Unit 1,SUN,2021,-117.41022182,33.9735088965415,https://repository.energy.ca.gov/powerplantsgeneration/S0444_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,239.218,784.8359591982
-117.553652352,34.1001061210001,440,S0446,"Rancho Cucamonga Distribution #1
",59540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Kona Solar LLC,Southern California Edison (SCE),Kona Solar LLC,Kona Solar LLC,8449 Milliken Avenue,"Rancho Cucamonga
",San Bernardino,CA,91730,1.75,Unit 1,SUN,2021,-117.55366443,34.1001110218421,https://repository.energy.ca.gov/powerplantsgeneration/S0446_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,355.8291,1167.41830886109
-117.544492243,34.097919608,441,S0447,SunE - Rochester,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,8599 Rochester Avenue,"Rancho Cucamonga
",San Bernardino,CA,91730,1,Unit 1,SUN,2021,-117.54450432,34.0979245084727,https://repository.energy.ca.gov/powerplantsgeneration/S0447_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,352.1023,1155.19127472177
-117.517391859,34.028557156,442,S0448,SunE - Mira Loma,58698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,11200 Philadelphia Ave,Mira Loma,Riverside,CA,91752,0.5,Unit 1,SUN,2021,-117.51740392,34.0285620500145,https://repository.energy.ca.gov/powerplantsgeneration/S0448_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,252.587,828.6975078213
-117.553234853,34.0451414030001,443,S0449,SunE - Dupont Ontario,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,1050 S Dupont Avenue,Ontario,San Bernardino,CA,91761,1,Unit 1,SUN,2021,-117.55324692,34.0451462975563,https://repository.energy.ca.gov/powerplantsgeneration/S0449_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,271.7272,891.49343967528
-117.534092799,34.0359861540001,444,S0453,SunE - E Philadelphia Ontario,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,5491 E. Philadelphia Street,Ontario,San Bernardino,CA,91761,1.3,Unit 1,SUN,2021,-117.53410486,34.0359910482871,https://repository.energy.ca.gov/powerplantsgeneration/S0453_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,260.4057,854.34941074743
-117.519097642,34.0389520410001,445,S0454,"SunE - Jurupa Fontana
",MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,13379 Jurupa Avenue,FONTANA,San Bernardino,CA,92337,1.19,Unit 1,SUN,2021,-117.51910971,34.0389569366748,https://repository.energy.ca.gov/powerplantsgeneration/S0454_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,266.3783,873.94455513417
-117.51740061,34.029799095,446,S0572,Dulles,60182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Golden Solar LLC (Dulles),Southern California Edison (SCE),Golden Solar LLC (Dulles),Golden Solar LLC (Dulles),3198 Dulles Drive,Jurupa Valley,Riverside,CA,91752,2,Unit 1,SUN,2021,-117.51741267,34.0298039897773,https://repository.energy.ca.gov/powerplantsgeneration/S0572_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,253.2731,830.94849207669
-117.568207972,34.0391904250001,447,S0595,Milliken Landfill Solar,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,Mission Blvd,Ontario,San Bernardino,CA,91798,3,Unit 1,SUN,2021,-117.56822004,34.0391953178012,https://repository.energy.ca.gov/powerplantsgeneration/S0595_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,313.9506,1030.02165510894
-117.517024557,34.08141284,448,S0119,SPVP001 Etiwanda Rooftop Solar (Merged with S0191),56976,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),13230 San Bernardino Avenue,Fontana,San Bernardino,CA,92335,0,,,2012,-117.51703662,34.0814177400286,https://repository.energy.ca.gov/powerplantsgeneration/S0119_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,324.1216,1063.39107773184
-117.561861166,34.0420501770001,449,S9167,SPVP012 Ontario,57226,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),3550 East Francis Street Unit A,Ontario,San Bernardino,CA,91761,0.5,1,SUN,2021,-117.56187324,34.0420550701294,https://repository.energy.ca.gov/powerplantsgeneration/S9167_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,267.0721,876.22080185679
-117.453350385,33.9625114,450,B0014,Riverside RWQCP Fuel Cell (Now F0001),59877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fuel Cell Energy,Southern California Edison (SCE),Fuel Cell Energy,Fuel Cell Energy,5950 Acorn Street,Riverside,Riverside,CA,92504,,,,,-117.45336243,33.9625162899935,https://repository.energy.ca.gov/powerplantsgeneration/B0014_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,223.101,731.9586625299
-117.558669132,34.0364916,451,E0206,MN Milliken Genco LLC (Retired 2014),56171,1,1,0,0,0,0,0,0,0,0,0,1,1,0,OPAL Fuels,Southern California Edison (SCE),OPAL Fuels,OPAL Fuels,2050 South Milliken Ave,Ontario,San Bernardino,CA,91761,0,,,2014,-117.5586812,34.0364964925549,https://repository.energy.ca.gov/powerplantsgeneration/E0206_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,263.1771,863.44193044629
