"CompanyName","CECPlantID","PlantName","City","County","State"
"Berry Petroleum LLC","G0368","Berry Cogen Midway-Sunset 18MW","Maricopa","Kern","CA"
"LSP Morro Bay LLC","G0371","Morro Bay Power Plant (Retired Feb 05 2014)","Morro Bay","San Luis Obispo","CA"
"Duke Energy Moss Landing & Oakland LLC","G0372","Moss Landing Power Plant","Moss Landing","Monterey","CA"
"Mule Creek State Prison","G0378","Mule Creek State Prison - Retired 1/26/2016","Ione","Amador","CA"
"Northern California Power Agency","G0379","Alameda","Alameda","Alameda","CA"
"Northern California Power Agency","G0380","Lodi","Lodi","San Joaquin","CA"
"Northern California Power Agency","G0381","Lodi CC (NCPA STIG)","Lodi","San Joaquin","CA"
"City of Roseville","G0382","Roseville","Rocklin","Placer","CA"
"Fresno Cogeneration Partners","G0384","Fresno Cogeneration Partners  LP","San Joaquin","Fresno","CA"
"Cabrillo Power II LLC (NRG West Coast Inc)","G0385","Naval Training Center - Retired 12/31/2003","San Diego","San Diego","CA"
"Applied Energy LLC","G0386","NTC MCRD Energy Facility - Retired 9/28/2018","San Diego","San Diego","CA"
"Navy Public Works","G0388","Naval Hospital Medical Center","San Diego","San Diego","CA"
"Cabrillo Power II LLC (NRG West Coast Inc)","G0389","Naval Station - Retired December 2003","San Diego","San Diego","CA"
"Searles Valley Minerals","G0396","Westend Facility","Trona","San Bernardino","CA"
"Cabrillo Power II LLC (NRG West Coast Inc)","G0398","North Island - Retired December 2003","Coronado","San Diego","CA"
"Applied Energy LLC","G0399","NAS North Island Energy Facility - Retired 9/28/2018","Coronado","San Diego","CA"
"CI Power Cogeneration Plant","G0403","CI Power Cogeneration Plant (OLS Camarillo)","Camarillo","Ventura","CA"
"OLS Energy Chino","G0404","Chino Cogeneration","Chino","San Bernardino","CA"
"PE-Berkeley Inc c/o Olympus Power LLC","G0405","PE Berkeley Inc","Berkeley","Alameda","CA"
"Duke Energy Oakland LLC","G0406","Oakland Power Plant","Oakland","Alameda","CA"
"Oildale Energy LLC","G0409","Oildale (Retired 1/05/2016)","Bakersfield","Kern","CA"
"Burbank Water and Power","G0410","Olive","Burbank","Los Angeles","CA"
"Black Hills Energy Capital","G0415","Black Hills Ontario Facility -Retired February 2009","Ontario","San Bernardino","CA"
"GenOn Holdings Inc.","G0421","Ormond Beach Generating Station","Oxnard","Ventura","CA"
"Oroville Cogeneration LP","G0424","Oroville Cogeneration LP","Oroville","Butte","CA"
"WCAC Operating Company","G0428","Bear Mountain Cogen","Bakersfield","Kern","CA"
"WCAC Operating Company","G0429","Chalk Cliff Cogen","Maricopa","Kern","CA"
"Palomar Memorial Hospital","G0434","Palomar Medical Center (Retired 12/31/2006)","Escondido","San Diego","CA"
"Paper-Pak Industries","G0437","Paper-Pak Industries (Shutdown 12/31/2008)","La Verne","Los Angeles","CA"
"NRG Delta LLC","G0450","Pittsburg Generating Station (Retired 12/31/2016)","Pittsburg","Contra Costa","CA"
"Freeport-McMoRan Oil & Gas","G0453","Point Arguello Pipeline Co.(Gaviota) (Retired 12/31/2019)","Goleta","Santa Barbara","CA"
"Sierra Pacific Resources","G0461","Portola - Retired 12/31/2002","Portola","Plumas","CA"
"GenOn Holdings Inc.","G0462","Potrero Generating Station - Retired 2/28/2011","San Francisco","San Francisco","CA"
"Sacramento Municipal Utility District (SMUD)","G0467","Sacramento SCA","Sacramento","Sacramento","CA"
"Procter & Gamble Paper Products Company","G0468","The Procter & Gamble Paper Products Co.","Oxnard","Ventura","CA"
"Qualcomm Inc","G0475","Qualcomm Building P Central Plant","San Diego","San Diego","CA"
"Richard J Donovan Correctional Facility","G0477","Richard J Donovan Correctional Facility - Retired 12/31/2007","San Diego","San Diego","CA"
"Orange County Sanitation District","G0483","Plant No 1","Fountain Valley","Orange","CA"
"City of Redding Electric Utility","G0487","Redding Power","Redding","Shasta","CA"
"AES Redondo Beach LLC","G0490","Redondo Beach LLC_(AES)","Redondo Beach","Los Angeles","CA"
"Eco Services Operations Corp","G0494","Rhodia - Martinez","Martinez","Contra Costa","CA"
"Eco Services Operations Corp","G0495","Rhodia Dominguez Plant","Carson","Los Angeles","CA"
"Imperial Irrigation District","G0504","Rockwood Gas Turbine Plant","Brawley","Imperial","CA"
"C&H Sugar Company","G0509","C&H Sugar Plant","Crockett","Contra Costa","CA"
"San Diego State University","G0511","San Diego State University","San Diego","San Diego","CA"
"DGC Operations LLC","G0512","Sentinel Energy Center","North Palm Springs","Riverside","CA"
"International Power Technology Inc","G0515","SRI International Cogen Project","Menlo Park","San Mateo","CA"
"Aera Energy LLC","G0516","South Belridge Cogen Facility","McKittrick","Kern","CA"
"Saint Agnes Medical Center","G0518","Saint Agnes Medical Center","Fresno","Fresno","CA"
"Salinas River Cogeneration Facility","G0520","Salinas River Cogeneration","San Ardo","Monterey","CA"
"Salk Institute","G0521","Salk Institute - Retired July 2004","La Jolla","San Diego","CA"
"San Antonio Community Hospital","G0522","San Antonio Community Hospital","Upland","San Bernardino","CA"
"Southern California Edison (SCE)","G0523","Mountainview Power - Retired December 2005","San Bernardino","San Bernardino","CA"
"Clearway Energy","G0527","Energy Center San Diego (formerly NRG Energy Inc)","San Diego","San Diego","CA"
"Heorot Power Management","G0529","San Joaquin Cogen - Retired 6/27/2017","Lathrop","San Joaquin","CA"
"Algonquin Power Sanger LLC","G0536","Algonquin Power Sanger LLC","Sanger","Fresno","CA"
"UC Santa Cruz","G0541","UC Santa Cruz Cogeneration","Santa Cruz","Santa Cruz","CA"
"Sargent Canyon Cogeneration Co","G0547","Sargent Canyon Cogeneration (retired 3/31/2017)","San Ardo","Monterey","CA"
"Los Angeles Department of Water & Power (LADWP)","G0549","Scattergood","Del Rey","Los Angeles","CA"
"Sea World of California","G0551","4160 V Cogeneration System (Retired 12/31/2003)","San Diego","San Diego","CA"
"Aera Energy LLC","G0556","Weir Cogeneration Plant (shutdown) - Retired December 2006","Fellows","Kern","CA"
"Aera Energy LLC","G0557","Coalinga Cogeneration Facility (7.0 MW)","Coalinga","Fresno","CA"
"Chevron North America Exploration and Production","G0558","Southeast Kern River Cogen","Bakersfield","Kern","CA"
"AltaGas Pomona Energy Inc","G0562","AltaGas Pomona Energy Inc (cogen prior to 2016) (retired 9/6/2019)","Pomona","Los Angeles","CA"
"Wheelabrator Technologies Inc","G0563","Wheelabrator Lassen (Retired 5/2013)","Anderson","Shasta","CA"
"Ripon Cogeneration LLC","G0564","Ripon Cogeneration Facility","Ripon","San Joaquin","CA"
"Blue Heron Paper Co of California","G0565","Blue Heron Paper - Retired 2006","Pomona","Los Angeles","CA"
"Solar Turbines Incorporated","G0568","Patio Test Cell Solar Turbines Inc (see G0990 G0991)","San Diego","San Diego","CA"
"San Diego Unified Port District (Dynergy)","G0571","South Bay Power Plant - Retired December 2010","Chula Vista","San Diego","CA"
"Southern California Edison (SCE)","G0578","UCSB Fuel Cell","Santa Barbara","Santa Barbara","CA"
"Saint Johns Health Center","G0582","Saint Johns Health Center (Retired 1/1/2004)","Santa Monica","Los Angeles","CA"
"Sunlaw Energy Partners I LP","G0588","Coldgen; Sunlaw (Federal Plant) - Retired September 2002","Vernon","Los Angeles","CA"
"Ridgewood Power Management LLC","G0589","Sunnyside Cogeneration Partners LP (Retired December 2008)","Salinas","Monterey","CA"
"Sycamore Cogeneration Facility","G0590","Sycamore Cogeneration Co","Bakersfield","Kern","CA"
"Semitropic Water Storage District","G0592","South Generator","Buttonwillow","Kern","CA"
"Semitropic Water Storage District","G0593","North Generator","Buttonwillow","Kern","CA"
"Chevron North America Exploration and Production","G0595","A Fee Cogeneration Plant - Retired 2011","Bakersfield","Kern","CA"
"Chevron North America Exploration and Production","G0596","B Fee Cogeneration Plant - Retired 2011","Bakersfield","Kern","CA"
"Chevron North America Exploration and Production","G0597","C Fee Cogeneration Plant - Retired 2011","Bakersfield","Kern","CA"
"Aera Energy LLC","G0599","Lost Hills Cogeneration Plant","Lost Hills","Kern","CA"
"Chevron North America Exploration and Production","G0600","McKittrick Cogeneration Plant","McKittrick","Kern","CA"
"Chevron North America Exploration and Production","G0601","North Midway Cogeneration Plant - Retired 2014","McKittrick","Kern","CA"
"Foster Wheeler Martinez Inc / Martinez Cogen Limited Partnership","G0613","Martinez Cogen Limited","Martinez","Contra Costa","CA"
"Techni-Cast Corporation","G0621","Techni-Cast","South Gate","Los Angeles","CA"
"Rio Tinto Minerals","G0625","U S Borax Inc","Boron","Kern","CA"
"Applied Energy LLC","G0626","Naval Station Energy Facility - Retired 9/28/2018","San Diego","San Diego","CA"
"Sentinel Peak Resources California LLC","G0627","Dome Lease Project","Fellows","Kern","CA"
"ConocoPhillips Company San Francisco Refinery","G0630","Phillips 66 - Carbon Plant","Rodeo","Contra Costa","CA"
"ConocoPhillips","G0632","Phillips 66 - San Francisco Refinery","Rodeo","Contra Costa","CA"
"San Diego Union-Tribune Publishing Company","G0633","Union Tribune Publishing Co (Retired 2014)","San Diego","San Diego","CA"
"United Cogen Inc","G0636","United Cogen Inc (SFO) - Retired 3/31/2012","Unincorporated","San Mateo","CA"
"Berry Petroleum LLC","G0638","Berry Cogen Midway-Sunset 38MW","Taft","Kern","CA"
"UC Davis Operations & Maintenance Utilities Division","G0639","University of California  Davis - Idefinite Shutdown","Davis","Yolo","CA"
"University of California San Diego","G0640","University of California San Diego Cogeneration Facility","La Jolla","San Diego","CA"
"University of San Francisco","G0641","Univ of San Francisco Cogen","San Francisco","San Francisco","CA"
"Tosco Corporation","G0642","Unocal Fred L Hartley Research Center (Retired 12/31/2001)","Brea","Orange","CA"
"Dos Cuadras Offshore Resources LLC","G0643","Rincon Facility (Retired 12/31/2005)","Ventura","Ventura","CA"
"Sentinel Peak Resources California LLC","G0644","Wellport Lease Project","McKittrick","Kern","CA"
"Veterans Administration Healthcare System San Diego","G0646","VA San Diego Cogeneration Plant (VA Hospital)","San Diego","San Diego","CA"
"Los Angeles Department of Water & Power (LADWP)","G0648","Valley Generating Station","Sun Valley","Los Angeles","CA"
"City of Vernon","G0652","Vernon (includes H. Gonzales)","Vernon","Los Angeles","CA"
"Yountville Cogeneration Associates","G0653","Veterans Home of California","Yountville","Napa","CA"
"Vintage Petroleum Inc","G0658","Centaur Generator Facility (Shut Down 8/1/08)","Ventura","Ventura","CA"
"Calpine Monterey Cogeneration Inc","G0661","Watsonville - (Non-Operational May 2011)","Watsonville","Santa Cruz","CA"
"Turlock Irrigation District","G0662","Walnut","Turlock","Stanislaus","CA"
"California Department of State Hospitals","G0673","Norwalk ( Retired 2-18-2018 - formerly Wheelabrator Norwalk Energy)","Norwalk","Los Angeles","CA"
"New-Indy Oxnard LLC","G0677","Oxnard Mill (New-Indy Containerboard)","Oxnard","Ventura","CA"
"Modesto Irrigation District","G0679","Woodland Generation Station","Modesto","Stanislaus","CA"
"Wellhead Services Inc","G0686","Yuba City Cogeneration Partners LP","Yuba City","Sutter","CA"
"Qualcomm Inc","G0746","Qualcomm Building W Power Plant","San Diego","San Diego","CA"
"Corn Products International Inc","G0751","Ingredion Stockton Plant (Retired 12/31/2018)","Stockton","San Joaquin","CA"
"Sunlaw Energy Partners I LP","G0754","Grogen Sunlaw (Growers)","Vernon","Los Angeles","CA"
"Shell Oil Products US - Equilon Enterprises LLC - Martinez Refinery","G0755","Martinez Refinery","Martinez","Contra Costa","CA"
"Television City Cogen LP","G0756","Television City Cogen LP (Retired 2002)","Los Angeles","Los Angeles","CA"
"California Institute of Technology","G0757","California Institute of Technology","Pasadena","Los Angeles","CA"
"LA County ISD (Civic Center)","G0758","Civic Center Cogen","Los Angeles","Los Angeles","CA"
"ConocoPhillips","G0759","ConocoPhillips Los Angeles Refinery Wilmington Plant","Wilmington","Los Angeles","CA"
"St Luke Medical Center","G0762","St Luke Medical Center","Pasadena","Los Angeles","CA"
"UCLA","G0763","UCLA Energy Systems Facility","Los Angeles","Los Angeles","CA"
"Praxair Inc","G0765","Linde Wilmington (Retired 12/2002)","Wilmington","Los Angeles","CA"
"GenOn Holdings Inc.","G0767","Coolwater Generating Station (Retired 1/15/2015)","Daggett","San Bernardino","CA"
"Elk Hills Power LLC","G0775","Elk Hills CoGeneration","Tupman","Kern","CA"
"Tesoro LAR","G0776","Los Angeles Refinery (Tesoro)","Wilmington","Los Angeles","CA"
"High Desert Power Project LLC","G0778","High Desert Power Project","Victorville","San Bernardino","CA"
"CCFC Sutter Energy, LLC","G0779","Sutter Energy Center","Yuba City","Sutter","CA"
"Los Medanos Energy Center, LLC","G0780","Los Medanos Energy Center","Pittsburg","Contra Costa","CA"
"La Paloma Generating Co LLC","G0781","La Paloma Generating","McKittrick","Kern","CA"
"Delta Energy Center, LLC","G0783","Delta Energy Center","Pittsburg","Contra Costa","CA"
"Sunrise Power Company LLC","G0784","Sunrise Power","Fellows","Kern","CA"
"Otay Mesa Energy Center, LLC","G0785","Otay Mesa Energy Center","San Diego","San Diego","CA"
"Altagas Blythe Operations Inc","G0787","Blythe Energy Project","Blythe","Riverside","CA"
"Metcalf Energy Center, LLC","G0794","Metcalf Energy Center","San Jose","Santa Clara","CA"
"Southern California Edison (SCE)","G0795","Mountainview Generating Station","Redlands","San Bernardino","CA"
"Pastoria Energy Facility, L.L.C.","G0797","Pastoria Energy Facility","Lebec","Kern","CA"
"Elk Hills Power LLC","G0799","Elk Hills Power  LLC","Tupman","Kern","CA"
"Kirkwood Meadows ","G0801","Kirkwood Meadows PUD","Kirkwood","Amador","CA"
"Aera Energy LLC","G0802","AERA San Ardo Cogen Facility","San Ardo","Monterey","CA"
"LAX Airport","G0803","Central Utility Plant (LAX)","Los Angeles","Los Angeles","CA"
"Bridge Energy, LLC","G0804","Linn Western Processing Generating Facility (Blacksand)","Brea","Orange","CA"
"Diamond Generating Corporation","G0818","Indigo Generation LLC","North Palm Springs","Riverside","CA"
"Diamond Generating Corporation","G0819","Larkspur Energy LLC","San Diego","San Diego","CA"
"Colton Power LP","G0821","Alliance Drews (Agua Mansa Colton)","Colton","San Bernardino","CA"
"Gilroy Energy Center, LLC","G0822","Gilroy Peaker","Gilroy","Santa Clara","CA"
"Gilroy Energy Center, LLC","G0823","King City Peaker","King City","Monterey","CA"
"NRG Energy","G0824","Carlsbad Energy Center","Carslbad","San Diego","CA"
"MRP San Joaquin Energy, LLC","G0832","Hanford Energy Park Peaker","Hanford","Kings","CA"
"MRP San Joaquin Energy, LLC","G0838","Tracy Peaker Plant (reconfigured from Peaker to CC 2012)","Tracy","San Joaquin","CA"
"Colton Power LP","G0842","Alliance Century","Colton","San Bernardino","CA"
"CalPeak Power - Enterprise LLC","G0845","Enterprise - CalPeak Power","Escondido","San Diego","CA"
"CalPeak Power - Border LLC","G0853","Border - CalPeak Power","San Diego","San Diego","CA"
"San Diego Gas & Electric","G0861","Palomar Energy Center","Escondido","San Diego","CA"
"Los Esteros Critical Energy Facility, LLC","G0866","Los Esteros Critical Energy Facility","San Jose","Santa Clara","CA"
"MRP San Joaquin Energy, LLC","G0867","Henrietta Peaker","Lemoore","Kings","CA"
"Inland Empire Energy Center","G0868","Inland Empire Energy Center (Retired 12/31/2019)","Menifee","Riverside","CA"
"Sacramento Municipal Utility District (SMUD)","G0889","Cosumnes Power Plant","Herald","Sacramento","CA"
"Colorado Energy Management LLC (Malburg LLC)","G0894","Malburg Power Plant","Vernon","Los Angeles","CA"
"California Power Holdings LLC","G0896","Chowchilla II Peaker","Chowchilla","Madera","CA"
"California Power Holdings LLC","G0897","Red Bluff","Red Bluff","Tehama","CA"
"Pacific Gas & Electric (PG&E)","G0898","San Jose FMC","San Jose","Santa Clara","CA"
"LA County ISD (Health Services)","G0899","Olive View Medical Center","Sylmar","Los Angeles","CA"
"Turlock Irrigation District","G0900","Walnut Energy Center","Turlock","Stanislaus","CA"
"Valero Refining Company - California","G0902","Valero Cogeneration Unit #1","Benicia","Solano","CA"
"Fresno Cogeneration Partners","G0904","Fresno Cogeneration Partners  LP PKR","San Joaquin","Fresno","CA"
"Wellhead Power Panoche LLC/Gates LLC","G0905","Wellhead Power Panoche LLC","Firebaugh","Fresno","CA"
"Wellhead Power Panoche LLC/Gates LLC","G0906","Wellhead Power Gates LLC (Retired 2012)","Huron","Fresno","CA"
"CalPeak Power - Panoche","G0908","Panoche - CalPeak Power","Firebaugh","Fresno","CA"
"CalPeak Power - Vaca Dixon LLC","G0909","Vaca Dixon - CalPeak Power","Vacaville","Solano","CA"
"San Diego Gas & Electric","G0910","Cuyamaca Peak Energy Plant (formely CalPeak El Cajon)","El Cajon","San Diego","CA"
"City of Colton","G0911","Agua Mansa Power Plant","Colton","San Bernardino","CA"
"City of Riverside Public Utilities Department","G0912","Springs Generation Project","Riverside","Riverside","CA"
"Gilroy Energy Center, LLC","G0913","Wolfskill Peaker","Suisan City","Solano","CA"
"Gilroy Energy Center, LLC","G0914","Riverview Peaker","Antioch","Contra Costa","CA"
"Gilroy Energy Center, LLC","G0915","Lambie Peaker","Suisan City","Solano","CA"
"Goose Haven Energy Center LLC","G0916","Goose Haven Peaker","Suisan City","Solano","CA"
"Gilroy Energy Center, LLC","G0917","Feather River Peaker","Yuba City","Sutter","CA"
"Creed Energy Center LLC","G0918","Creed Energy Center","Suisan City","Solano","CA"
"Gilroy Energy Center, LLC","G0919","Yuba City Peaker","Yuba City","Sutter","CA"
"City of Riverside Public Utilities Department","G0922","Riverside Energy Resource Center","Riverside","Riverside","CA"
"City of Riverside Public Utilities Department","G0923","Clearwater","Corona","Riverside","CA"
"Escondido Energy Center LLC","G0924","Chula Vista Energy Center LLC","San Diego","San Diego","CA"
"THUMS Long Beach Company","G0925","THUMS","Long Beach","Los Angeles","CA"
"Walnut Creek Energy LLC","G0928","Walnut Creek Energy Park","City of Industry","Los Angeles","CA"
"Golden State Water Company (BVES)","G0930","Bear Valley Power Plant","Big Bear Lake","San Bernardino","CA"
"Imperial Irrigation District","G0931","Niland Gas Turbine Plant","Niland","Imperial","CA"
"Pacific Gas & Electric (PG&E)","G0934","Colusa Generating Station","Colusa","Colusa","CA"
"Russell City Energy Company, LLC","G0935","Russell City Energy Center","Hayward","Alameda","CA"
"Escondido Energy Center LLC","G0945","Escondido Energy Center  LLC","Escondido","San Diego","CA"
"Pacific Gas & Electric (PG&E)","G0950","Gateway Generating Station","Antioch","Contra Costa","CA"
"Wellhead Services Inc","G0951","El Cajon Energy Center","El Cajon","San Diego","CA"
"Navy Public Works","G0986","Backup Generation - Navy Regional Data Automation Center","San Diego","San Diego","CA"
"Solar Turbines Incorporated","G0990","Solar Turbines Inc. - Kearny Mesa Plant (Testing Only)","San Diego","San Diego","CA"
"Solar Turbines Incorporated","G0991","Solar Turbines Inc. - Harbor Drive Plant (Testing Only)","San Diego","San Diego","CA"
"Panoche Energy Center LLC","G0997","Panoche Energy Center","Fresno","Fresno","CA"
"CalPeak Power LLC","G0998","Midway LLC - Starwood Power - CalPeak Power","Fresno","Fresno","CA"
"Orange Grove Energy LP","G1005","Orange Grove Energy","Pala","San Diego","CA"
"Northern California Power Agency","G1009","Lodi Energy Center","Lodi","San Joaquin","CA"
"NRG Marsh Landing LLC","G1011","Marsh Landing Generating Station","Antioch","Contra Costa","CA"
"Saddleback Community College","G1014","Saddleback Community College","Mission Viejo","Orange","CA"
"Mariposa Energy LLC","G1015","Mariposa Energy  LLC","Unincorporated","Alameda","CA"
"Alliance Star Energy LLC","G1017","Sheraton San Diego East Tower (shutdown August 2014)","San Diego","San Diego","CA"
"Johnson & Johnson Pharmaceutical Research & Development LLC","G1018","Johnson & Johnson PR&D Plant","San Diego","San Diego","CA"
"University of California Irvine","G1019","Central Plant (UC Irvine)","Irvine","Orange","CA"
"Calgren Renewable Fuels LLC","G1020","Pixley Cogen Plant","Pixley","Tulare","CA"
"San Diego Gas & Electric","G1023","Miramar Energy Facility 1 & 2","San Diego","San Diego","CA"
"County of Sonoma","G1024","Fuel Cell DFC","Santa Rosa","Sonoma","CA"
"Pio Pico Energy Center, LLC","G1025","Pio Pico Energy Center","San Diego","San Diego","CA"
"Pacific Gas & Electric (PG&E)","G1028","CSU East Bay Fuel Cell","Hayward","Alameda","CA"
"Toyota Motor Engineering & Manufacturing NA Inc","G1030","Toyota Technical Center","Gardena","Los Angeles","CA"
"City of Palo Alto","G1034","COBUG - City of Palo Alto Backup Generator","Santa Clara","Santa Clara","CA"
"City of Riverside Regional Water Control Plant","G1035","Riverside Water Quality Control Plant (retired 12/31/2016)","Riverside","Riverside","CA"
"Sierra Nevada Brewing Company","G1036","Sierra Nevada Brewing","Chico","Butte","CA"
"San Diego Gas & Electric - Desert Star","G1040","Desert Star Energy Center (NV)","Boulder City","Clark","NV"
"Southern California Edison (SCE)","G1041","McGrath Peaker","Oxnard","Ventura","CA"
"Intertie","G1042","Pacific Palms Cogeneration (shutdown Dec 2014)","City of Industry","Los Angeles","CA"
"Glass House Camarillo","G1046","Glass House Camarillo","Camarillo","Ventura","CA"
"City of San Jose","G1047","San Jose-Santa Clara Regional Wastewater Facility","San Jose","Santa Clara","CA"
"Southern California Edison (SCE)","G1048","California State - San Bernardino Fuel Cell Unit","San Bernardino","San Bernardino","CA"
"Wellhead Power Delano LLC","G1049","Delano Energy Center  LLC","Unincorporated","Tulare","CA"
"Qualcomm Inc","G1050","Qualcomm Building Q Central Plant","San Diego","San Diego","CA"
"Plumas Sierra Rural Electric Cooperative","G1051","High Sierra Cogeneration Power Plant","Susanville","Lassen","CA"
"County of Orange, John Wayne Airport","G1067","John Wayne Airport","Santa Ana","Orange","CA"
"IBY, LLC","G1072","Irwindale Brew Yard LLC (formerly Molson, MillerCoors)","Irwindale","Los Angeles","CA"
"Kern Oil & Refining","G1073","Kern Oil & Refining Bakersfield Refinery","Bakersfield","Kern","CA"
"Big Bear Area Regional Wastewater Agency","G1074","Big Bear Area Regional Wastewater Agency","Big Bear City","San Bernardino","CA"
"AES Southland","G1075","Huntington Beach Energy Project","Huntington Beach","Orange","CA"
"AES Southland","G1076","Alamitos Energy Center","Long Beach","Los Angeles","CA"
"Wellhead Services Inc","G1077","Stanton Energy Reliability Center","Stanton","Orange","CA"
"B Braun Medical Inc","G9100","B Braun Medical Inc","Irvine","Orange","CA"
"Southern California Edison (SCE)","G9111","Barre Peaker","Stanton","Orange","CA"
"Southern California Edison (SCE)","G9222","Center Peaker","Norwalk","Los Angeles","CA"
"Southern California Edison (SCE)","G9333","Etiwanda Peaker","Rancho Cucamonga","San Bernardino","CA"
"Southern California Edison (SCE)","G9444","Mira Loma Peaker","Ontario","San Bernardino","CA"
"Termoelectrica de Mexicali S de RL de CV","G9786","Termoelectrica de Mexicali (TDM  Mexicali  Mexico)","Mexicali","Mexicali","MX"
"Energia Azteca X Sociedad Anonima de Capital Variable","G9787","La Rosita (INTERGEN  Mexicali  Mexico)","Mexicali","Mexicali","MX"
"United States Post Office - San Diego","G9879","USPS Rancho Carmel San Diego (Retired 12/31/2009)","San Diego","San Diego","CA"
"Pacific Gas & Electric (PG&E)","H0005","Alta","Alta","Placer","CA"
"San Diego County Water Authority","H0006","Alvarado Hydro Facility","La Mesa","San Diego","CA"
"Utica Power Authority","H0008","Angels","Angels Camp","Calaveras","CA"
"City of Pasadena","H0014","Azusa","Azusa","Los Angeles","CA"
"Pacific Gas & Electric (PG&E)","H0019","Balch #1","Balch Camp","Fresno","CA"
"Pacific Gas & Electric (PG&E)","H0020","Balch #2","Balch Camp","Fresno","CA"
"City of Escondido","H0021","Bear Valley","Escondido","San Diego","CA"
"Tri-Dam Project & Tri-Dam Power Authority","H0022","Beardsley","Pinecrest","Tuolumne","CA"
"Pacific Gas & Electric (PG&E)","H0023","Belden","Belden","Plumas","CA"
"Southern California Edison (SCE)","H0027","Big Creek 1","Big Creek","Fresno","CA"
"Southern California Edison (SCE)","H0028","Big Creek 2","Big Creek","Fresno","CA"
"Southern California Edison (SCE)","H0030","Big Creek 2A","Big Creek","Fresno","CA"
"Southern California Edison (SCE)","H0032","Big Creek 3","Auberry","Fresno","CA"
"Southern California Edison (SCE)","H0034","Big Creek 4","North Fork","Madera","CA"
"Southern California Edison (SCE)","H0036","Big Creek 8","Big Creek","Fresno","CA"
"Big Creek Water Works Ltd","H0037","Big Creek Water Works","Hyampom","Trinity","CA"
"Los Angeles Department of Water & Power (LADWP)","H0039","Castaic Efficiency (Small Hydro)","Castaic","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","H0040","Big Pine","Big Pine","Inyo","CA"
"Southern California Edison (SCE)","H0041","Bishop Creek 2","Bishop","Inyo","CA"
"Southern California Edison (SCE)","H0042","Bishop Creek 3","Bishop","Inyo","CA"
"Southern California Edison (SCE)","H0043","Bishop Creek 4","Bishop","Inyo","CA"
"Southern California Edison (SCE)","H0044","Bishop Creek 5","Bishop","Inyo","CA"
"Southern California Edison (SCE)","H0045","Bishop Creek 6","Bishop","Inyo","CA"
"Silicon Valley Power","H0046","Black Butte","Tehama","Tehama","CA"
"Southern California Edison (SCE)","H0048","Borel","Lake Isabella","Kern","CA"
"Pacific Gas & Electric (PG&E)","H0052","Bucks Creek","Unincorporated","Plumas","CA"
"Yuba County Water Agency","H0053","Fish Power (NPCap = 0.15MW - No Reporting RQD)","Marysville","Yuba","CA"
"Nevada Irrigation District","H0054","Combie South (3 @ 500kW = 1.5MW)","Placer City","Nevada","CA"
"Pacific Gas & Electric (PG&E)","H0057","Butt Valley","Belden","Plumas","CA"
"California Department of Water Resources","H0058","Alamo","Castaic","Los Angeles","CA"
"Calaveras County Water District","H0073","Hogan","Valley Springs","Calaveras","CA"
"Calleguas Municipal Water District","H0076","Springville Reservoir","Camarillo","Ventura","CA"
"Calleguas Municipal Water District","H0078","East Portal Generator","Chatsworth","Los Angeles","CA"
"East Bay Municipal Utility District (EBMUD)","H0080","Camanche","Clements, and Wallace","San Joaquin","CA"
"Sacramento Municipal Utility District (SMUD)","H0081","Camino","Pollock Pines","El Dorado","CA"
"Sacramento Municipal Utility District (SMUD)","H0083","Camp Far West","Camp Far West","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0087","Caribou #1","Belden","Plumas","CA"
"Pacific Gas & Electric (PG&E)","H0088","Caribou #2","Belden","Plumas","CA"
"Los Angeles Department of Water & Power (LADWP)","H0090","Castaic (Pumped Storage)","Castaic","Los Angeles","CA"
"Pacific Gas & Electric (PG&E)","H0092","Centerville","Chico","Butte","CA"
"Isabella Partners","H0094","Isabella","Lake Isabella","Kern","CA"
"Nevada Irrigation District","H0095","Chicago Park","Colfax","Nevada","CA"
"Pacific Gas & Electric (PG&E)","H0096","Chili Bar","Placerville","El Dorado","CA"
"Pacific Gas & Electric (PG&E)","H0104","Coal Canyon","Oroville","Butte","CA"
"Pacific Gas & Electric (PG&E)","H0106","Coleman","Anderson","Shasta","CA"
"Northern California Power Agency","H0107","Collierville","Vallecito","Calaveras","CA"
"Nevada Irrigation District","H0109","Combie North (550 kW)","Meadow Vista","Placer","CA"
"Los Angeles Department of Water & Power (LADWP)","H0110","Control Gorge","Bishop","Inyo","CA"
"PacifiCorp","H0111","Copco 1","Montague","Siskiyou","CA"
"PacifiCorp","H0112","Copco 2","Montague","Siskiyou","CA"
"Metropolitan Water District","H0114","Corona","Corona","Riverside","CA"
"Los Angeles Department of Water & Power (LADWP)","H0116","Cottonwood","Lone Pine","Inyo","CA"
"Pacific Gas & Electric (PG&E)","H0118","Cow Creek","Millville","Shasta","CA"
"Metropolitan Water District","H0119","Coyote Creek","La Habra","Orange","CA"
"Pacific Gas & Electric (PG&E)","H0120","Crane Valley","North Fork","Madera","CA"
"Pacific Gas & Electric (PG&E)","H0121","Cresta","Unincorporated","Butte","CA"
"Pacific Gas & Electric (PG&E)","H0130","DeSabla","Magalia","Butte","CA"
"Pacific Gas & Electric (PG&E)","H0133","Deer Creek","Nevada City","Nevada","CA"
